,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
232,F1,2012,2,1,1.44,4.7,10,0,2,1,0,0,0,0,-2,0,0,1,2,0,0,0
233,SP1,2012,1,2,2.25,3.31,3.92,5,3,3,0,0,1,0,-5,-1,0,-1,3,-1,1,0
234,I1,2012,3,0,1.72,3.7,6.73,12,0,-8,-4,0,0,0,5,-3,0,0,8,-3,0,0
235,F1,2012,1,1,2.7,3.05,3.2,-8,-8,-7,-2,0,0,0,7,2,-1,0,-3,2,-1,0
236,F1,2012,2,6,2.5,3.39,3.25,-11,4,-5,-1,0,0,0,5,-1,-1,2,-8,-1,0,0
237,F1,2012,1,0,2.6,3.15,3.25,9,5,5,0,0,-1,0,-4,3,-1,1,8,3,-1,0
238,I1,2012,1,2,2.58,3.2,3.35,-2,2,1,-3,0,1,0,-2,4,-1,1,1,4,1,0
239,F1,2012,1,0,4.09,3.25,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,SP1,2012,4,3,1.7,4.09,6,-12,-8,-3,-2,0,1,1,3,-4,-2,-2,-9,-4,1,0
241,I1,2012,1,1,1.63,4,7.4,0,3,3,0,0,0,0,-4,-9,0,0,0,-9,0,0
242,SP1,2012,1,0,2.46,3.35,3.37,7,10,6,4,0,0,0,-6,-4,3,0,4,-4,0,0
243,D1,2012,1,2,1.56,5,6.23,1,-4,5,0,0,0,0,-7,-3,-2,0,-2,-3,0,0
244,F1,2012,1,1,1.88,3.4,5.5,13,5,3,0,0,0,0,-3,1,0,0,12,1,0,0
245,I1,2012,1,0,1.37,5.3,12,3,7,3,2,0,0,0,-3,7,-1,0,3,7,0,0
246,E0,2012,3,0,1.4,5.4,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,F1,2012,3,1,2.04,3.4,4.59,1,-4,2,0,0,0,0,-2,0,-2,-1,-1,0,0,0
248,E0,2012,0,0,2.2,3.42,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,D1,2012,1,2,4.2,3.82,1.99,-12,-6,4,1,0,0,0,-4,7,-1,0,-11,7,0,0
250,F1,2012,2,4,2.25,3.35,3.9,5,2,-2,2,0,0,0,1,-1,2,0,2,-1,0,0
251,F1,2012,1,0,1.75,3.55,6.8,6,3,-4,-2,0,0,0,4,1,0,0,4,1,0,0
252,E0,2012,1,1,6,3.9,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,I1,2012,0,0,1.96,3.4,5.09,-5,1,-8,-1,0,0,0,8,0,0,0,-5,0,0,0
254,E0,2012,3,1,1.96,3.55,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,F1,2012,1,1,1.7,3.75,6.8,3,2,-7,1,0,0,0,6,3,-3,0,2,3,0,0
256,D1,2012,0,0,2.9,3.62,2.7,3,0,1,-1,0,0,0,-2,3,1,0,2,3,0,0
257,SP1,2012,1,1,2.29,3.6,3.51,-5,4,5,4,0,0,0,-5,7,2,0,-3,7,1,0
258,E0,2012,1,2,5.2,3.75,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,F1,2012,1,1,3.36,3.2,2.56,15,4,-2,-2,0,-1,0,2,3,-1,1,11,3,-1,0
260,D1,2012,3,0,1.32,6,12,8,3,-2,-3,0,0,1,2,5,-1,0,5,5,0,0
261,F1,2012,0,3,2.7,3.35,2.98,8,2,-7,-3,0,0,0,6,-3,-1,0,5,-3,0,0
262,SP1,2012,6,2,1.14,10.19,26.84,2,2,-10,-2,0,0,0,9,0,1,2,2,0,1,0
263,E0,2012,2,0,1.51,4.8,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,E0,2012,2,1,1.39,5.09,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,E0,2012,4,1,1.22,7.2,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,I1,2012,1,3,4.59,3.35,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,D1,2012,1,0,2.24,3.6,3.6,14,5,-4,0,0,0,-1,5,-5,0,1,12,-5,0,0
268,SP1,2012,5,0,1.23,8.22,14,13,7,-1,0,0,0,0,0,2,0,0,10,2,0,1
269,D1,2012,1,0,1.88,3.95,4.73,-5,-1,-7,-1,0,1,0,7,-2,0,0,-2,-2,1,0
270,D1,2012,4,2,1.49,5.09,7.5,2,6,4,0,0,0,1,-1,-4,0,0,-1,-4,0,0
271,SP1,2012,1,0,2.25,3.5,3.82,-2,-4,0,1,0,0,0,-1,-3,1,1,-1,-3,1,0
272,E0,2012,1,1,2.14,3.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,I1,2012,1,1,4.3,3.25,2.18,0,-6,6,-1,0,0,0,-5,-4,-1,0,-2,-4,0,0
274,I1,2012,0,0,2.6,3.36,3.16,6,3,-4,-4,0,0,1,2,-1,0,0,6,-1,0,0
275,SP1,2012,0,0,2.14,3.4,4.12,8,-2,-1,-2,0,0,0,2,1,-1,0,10,1,0,0
276,SP1,2012,1,1,2.38,3.35,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,D1,2012,2,1,1.96,4,4.2,15,5,5,-6,0,0,0,-5,-1,0,0,14,-1,-2,0
278,D1,2012,2,0,3.4,3.85,2.22,-7,-2,-7,-1,0,0,0,5,-1,0,0,-5,-1,0,0
279,F1,2012,1,1,1.76,3.65,6,4,-4,-6,0,0,0,1,6,3,-1,0,1,3,0,0
280,I1,2012,3,0,1.85,3.6,5.4,1,-1,4,-1,0,0,0,-5,3,1,0,3,3,-1,0
281,I1,2012,0,0,1.78,3.9,5.3,11,6,3,1,0,0,-1,-1,-2,0,0,6,-2,0,0
282,I1,2012,2,1,2,3.3,5.03,2,1,-1,3,0,0,0,2,1,1,0,3,1,0,0
283,F1,2012,4,1,2.08,3.35,4.4,5,2,6,1,0,0,0,-7,4,0,0,5,4,0,0
284,SP1,2012,0,0,3.55,3.6,2.25,-1,-4,8,0,0,0,0,-8,6,1,0,2,6,0,0
285,I1,2012,2,1,2.7,3.24,3.1,13,5,0,-2,0,-1,0,2,1,0,1,8,1,-1,0
286,SP1,2012,3,1,2.18,3.35,4,-7,0,-1,-3,0,-2,0,1,2,0,2,-9,2,-2,0
287,I1,2012,0,1,3.05,3.35,2.64,-3,2,-6,-1,0,0,0,5,1,0,0,-6,1,0,0
288,F1,2012,1,1,1.78,3.56,6,9,3,0,-1,0,0,-1,0,-1,0,0,6,-1,0,0
289,SP1,2012,2,1,2.24,3.46,3.7,1,5,3,2,0,0,0,-4,-1,1,0,5,-1,0,0
290,E0,2012,2,1,2.5,3.4,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,SP1,2012,1,0,2.4,3.53,3.3,3,-2,-7,2,0,0,0,7,2,-3,0,0,2,0,0
292,D1,2012,0,2,3.1,3.5,2.5,11,5,-2,1,0,0,-1,1,0,1,0,6,0,0,0
293,E0,2012,2,0,1.18,9.19,20.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,D1,2012,4,0,1.28,6.49,14.62,11,0,-3,0,0,0,0,3,-1,0,1,10,-1,0,0
295,SP1,2012,3,2,1.62,4.22,6.6,13,4,-11,-6,0,0,0,11,-1,-1,0,6,-1,-1,0
296,D1,2012,3,0,1.88,4.11,4.47,6,-2,-1,0,0,0,0,3,5,-1,0,5,5,0,0
297,D1,2012,3,3,1.96,3.7,4.4,-8,-2,-7,2,0,0,1,6,-4,1,0,-7,-4,0,0
298,E0,2012,0,4,8.6,5,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,D1,2012,1,0,2.94,3.7,2.54,-11,-2,5,0,0,0,0,-5,7,1,0,-10,7,0,0
300,SP1,2012,1,1,2.72,3.25,3.05,-1,-1,-2,-3,0,0,0,3,4,-3,0,-3,4,0,0
301,F1,2012,1,1,2.29,3.28,3.8,-8,0,-3,-1,0,0,0,3,-2,0,0,-7,-2,0,0
302,E0,2012,0,2,3.15,3.15,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,F1,2012,1,1,2.44,3.25,3.46,10,12,-5,0,0,0,-1,5,-4,-1,0,4,-4,0,0
304,SP1,2012,2,2,1.98,3.65,4.55,-4,6,-6,-2,0,-1,0,8,3,1,0,1,3,-1,0
305,F1,2012,1,1,2.02,3.38,4.8,15,12,2,-1,0,-1,-1,-2,0,1,0,9,0,-1,0
306,D1,2012,3,1,1.82,3.95,4.9,13,2,-3,-1,0,0,0,3,-1,0,0,9,-1,0,0
307,E0,2012,1,2,2.58,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,I1,2012,3,1,1.71,3.9,6.25,14,-3,-5,-2,0,0,0,5,0,1,0,7,0,0,0
309,SP1,2012,1,0,1.32,6,12.88,10,6,13,2,0,0,0,-13,-1,0,0,7,-1,0,0
310,F1,2012,2,0,2.18,3.2,4.4,2,4,-8,-1,0,0,0,5,0,1,0,0,0,0,0
311,SP1,2012,2,2,1.71,4.09,5.77,9,9,-17,-4,0,0,0,18,3,0,-1,6,3,-1,0
312,D1,2012,0,0,7.4,4.9,1.5,12,3,-8,-3,0,0,0,6,0,-1,0,8,0,0,0
313,F1,2012,3,0,2.78,3.2,3,-4,-1,-9,-2,0,0,0,7,-1,0,0,-1,-1,0,0
314,F1,2012,1,1,2.52,3.15,3.5,6,5,1,-1,0,0,0,-1,0,-1,-1,6,0,0,0
315,E0,2012,2,2,2.25,3.45,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,F1,2012,2,2,2.2,3.2,4.09,-9,-2,-4,-3,0,1,-1,3,0,2,1,-8,0,0,0
317,E0,2012,2,0,1.72,3.78,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,I1,2012,0,3,2.16,3.36,4.2,-4,-4,5,3,0,0,0,-5,3,1,1,0,3,1,0
319,SP1,2012,0,1,21.08,8.4,1.19,-10,-1,10,0,0,0,-1,-10,-6,0,0,-9,-6,0,0
320,E0,2012,2,0,2.62,3.27,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,SP1,2012,0,4,9.6,5.5,1.42,-1,4,17,3,0,0,0,-19,-3,0,0,-3,-3,0,0
322,E0,2012,1,5,10,4.82,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,SP1,2012,1,2,2.72,3.4,3,-1,-1,-2,-3,0,0,-1,-1,-3,-1,0,-2,-3,0,0
324,E0,2012,2,1,2.14,3.56,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,SP1,2012,0,0,1.83,4,4.86,7,2,3,-1,0,0,-1,-5,2,-1,0,3,2,0,0
326,I1,2012,0,2,2.9,3.2,2.86,0,-2,6,4,0,0,1,-6,2,0,0,-2,2,0,-1
327,D1,2012,1,2,3,3.76,2.48,9,0,2,2,0,0,0,-2,2,0,0,4,2,0,0
328,D1,2012,3,2,2.68,3.65,2.78,-4,2,9,2,0,-1,0,-11,3,0,1,-7,3,-1,0
329,I1,2012,3,3,2.2,3.25,4.09,-1,4,-2,4,0,0,0,3,-1,0,-1,0,-1,0,0
330,SP1,2012,0,1,1.87,3.75,4.91,12,9,1,-2,0,0,0,-2,-4,0,0,5,-4,0,0
331,I1,2012,2,0,2.76,3.27,2.98,16,0,-4,-2,0,0,0,2,1,1,0,12,1,-1,0
332,E0,2012,6,0,2.06,3.6,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,F1,2012,2,0,1.72,3.8,6.15,-1,1,-6,-1,0,0,0,7,3,0,0,-1,3,0,0
334,I1,2012,1,2,2.24,3.35,3.9,-2,4,-1,1,0,0,-1,-1,0,0,0,-1,0,0,0
335,I1,2012,2,0,1.46,4.59,9.6,16,1,9,-2,0,0,-1,-8,3,-2,1,12,3,0,0
336,F1,2012,1,1,1.4,5.2,10.17,4,0,-6,0,0,0,0,7,0,-1,0,6,0,0,0
337,I1,2012,2,0,2.02,3.45,4.5,7,8,-8,1,0,0,0,8,-1,1,-1,3,-1,1,0
338,I1,2012,0,0,2.94,3.06,3,9,1,1,2,0,0,0,0,-1,0,-1,4,-1,0,0
339,F1,2012,2,0,2.25,3.5,3.6,6,3,-9,-2,0,0,2,8,0,1,0,6,0,0,0
340,I1,2012,3,1,2.8,3.2,2.96,1,-2,5,0,0,0,0,-6,-2,1,2,2,-2,0,0
341,D1,2012,0,2,3.65,3.75,2.16,15,8,-1,-2,0,0,-1,4,4,0,0,8,4,-1,0
342,E0,2012,1,3,2.58,3.35,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,I1,2012,1,2,1.5,4.4,9,7,8,-3,0,0,0,0,5,-3,0,0,4,-3,0,0
344,SP1,2012,3,0,1.06,18,45.69,16,6,-12,-2,0,0,0,12,1,0,0,12,1,0,0
345,F1,2012,5,3,1.61,3.95,8,9,-2,8,0,0,0,0,-11,0,1,-1,10,0,0,0
346,D1,2012,2,2,2.74,3.55,2.82,16,1,-12,-2,0,-1,0,14,2,0,0,11,2,-1,0
347,D1,2012,2,0,2.36,3.6,3.4,-1,0,-1,2,0,0,0,2,-1,-1,1,0,-1,0,0
348,E0,2012,3,1,1.37,5.3,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,SP1,2012,4,1,1.19,9,19,12,2,-3,-2,0,0,0,1,9,0,0,9,9,0,0
350,F1,2012,1,1,2.25,3.16,4,4,5,0,0,0,0,0,0,-3,3,0,2,-3,0,0
351,D1,2012,1,2,1.6,4.22,7,0,-1,-9,0,0,0,0,7,-4,0,2,1,-4,0,0
352,F1,2012,3,1,1.43,4.8,9.61,-4,-1,-1,-1,0,0,0,0,0,0,2,-3,0,0,0
353,E0,2012,1,1,2.8,3.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,D1,2012,2,1,2.4,3.56,3.36,0,-2,-5,0,0,0,0,4,0,1,1,3,0,0,0
355,SP1,2012,0,0,2.42,3.55,3.2,-6,4,6,-1,0,0,0,-7,-4,-3,0,-6,-4,0,0
356,F1,2012,1,3,3.2,3.1,2.86,-5,1,10,2,0,0,0,-9,0,-2,1,-5,0,0,0
357,F1,2012,3,0,2.86,3.25,2.86,0,-5,3,-2,0,0,0,-6,4,-1,0,-4,4,0,0
358,SP1,2012,1,1,3.75,3.51,2.22,1,4,-5,-1,0,0,0,5,3,0,-1,1,3,0,0
359,D1,2012,4,0,1.23,7.6,17,16,1,-3,-1,0,0,0,3,0,0,1,14,0,0,0
360,I1,2012,2,1,3.25,3.21,2.68,5,1,6,1,0,0,0,-6,4,-2,-1,2,4,0,0
361,F1,2012,0,0,3.04,3.18,2.8,-1,0,-3,-1,0,0,1,5,1,1,0,-2,1,0,0
362,E0,2012,1,1,2.16,3.5,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,E0,2012,2,0,2.5,3.3,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,D1,2012,0,1,1.68,4.09,6,9,5,1,1,0,0,0,-2,1,-1,1,7,1,0,0
365,I1,2012,3,0,1.47,4.8,8.6,14,6,-2,1,0,0,0,3,5,1,0,11,5,0,0
366,SP1,2012,0,0,4.2,3.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,F1,2012,1,2,2.96,3.1,2.94,-1,-1,1,-2,0,0,0,0,-1,-1,0,-2,-1,0,0
368,E0,2012,3,1,2.14,3.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,E0,2012,4,1,1.35,5.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,I1,2012,2,1,2.56,3.35,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,I1,2012,0,0,1.95,3.46,5.5,5,1,-2,-2,0,0,-1,1,-5,1,0,2,-5,0,0
372,SP1,2012,2,0,2.12,3.5,4.01,-5,-4,4,0,0,0,0,-3,3,1,0,-4,3,0,0
373,E0,2012,2,2,3.13,3.56,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,I1,2012,0,0,1.58,4.2,7.54,7,9,0,0,0,0,0,1,5,-1,0,6,5,1,0
375,SP1,2012,3,0,3,3.3,2.71,7,0,7,3,0,-1,0,-8,-2,-1,0,4,-2,-1,0
376,D1,2012,1,2,2.34,3.75,3.2,7,5,-1,-2,0,0,0,1,-2,-3,1,1,-2,0,0
377,I1,2012,0,0,4.91,3.2,2.02,-8,-1,9,4,0,0,0,-8,-2,1,0,-4,-2,0,0
378,E0,2012,2,1,1.44,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,D1,2012,2,0,2.8,3.65,2.69,-3,-4,3,-1,0,0,1,-4,0,1,0,-5,0,0,0
380,SP1,2012,2,1,1.45,4.7,9.8,4,-2,-4,2,0,0,0,4,1,-2,0,3,1,0,0
381,I1,2012,0,2,1.94,3.69,4.8,5,7,-12,-1,0,0,0,13,-4,0,0,0,-4,0,0
382,E0,2012,2,0,2.14,3.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,SP1,2012,0,1,2.18,3.45,3.85,-4,-2,-1,0,0,0,0,1,4,-1,0,-5,4,0,0
384,F1,2012,1,3,7.49,4,1.62,-7,-5,-4,2,0,0,0,3,-1,0,0,-11,-1,0,0
385,I1,2012,0,0,3.05,3.2,2.74,11,1,-4,0,0,0,1,2,-4,0,0,7,-4,-1,0
386,I1,2012,0,0,3.5,3.2,2.48,2,4,6,-2,0,1,0,-5,-1,0,0,3,-1,1,0
387,F1,2012,2,0,2.14,3.25,4.4,6,-1,6,-1,0,0,-1,-5,-1,0,-1,1,-1,0,0
388,F1,2012,3,0,2,3.5,4.76,12,2,-1,0,0,0,0,2,2,2,0,9,2,0,0
389,SP1,2012,3,1,1.72,3.95,6,2,8,1,-1,0,0,0,-2,-1,0,1,3,-1,-1,0
390,D1,2012,1,1,4.4,4,1.91,-11,-3,4,1,0,0,1,-4,0,0,0,-5,0,0,0
391,F1,2012,1,1,2.02,3.35,4.7,0,2,-9,-1,0,0,0,9,-7,1,0,-4,-7,0,0
392,F1,2012,1,1,1.83,3.45,5.7,12,11,-4,-1,0,0,1,4,-4,0,0,9,-4,0,0
393,D1,2012,2,2,2.58,3.7,2.88,4,0,-1,-1,0,0,1,1,-2,0,1,2,-2,0,0
394,D1,2012,1,0,2.12,3.75,3.8,2,2,5,-4,0,0,-1,-4,3,-1,1,-1,3,0,0
395,SP1,2012,0,0,1.14,9.74,26,15,10,3,-5,0,-1,0,-3,4,-1,-1,11,4,-2,0
396,E0,2012,1,0,1.6,4.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,SP1,2012,0,4,7.5,5,1.5,9,5,-7,1,0,0,0,6,4,0,0,1,4,0,0
398,E0,2012,0,2,2.38,3.49,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,SP1,2012,2,0,1.91,3.6,4.94,-3,0,5,1,0,0,1,-3,0,0,0,-1,0,0,0
400,D1,2012,0,0,2.16,3.7,3.7,-5,0,-11,-2,0,0,0,11,-5,0,0,-6,-5,0,0
401,E0,2012,1,2,2.25,3.34,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,D1,2012,5,0,1.33,6.2,11.01,22,-1,3,0,0,0,0,-3,3,0,0,19,3,0,0
403,F1,2012,2,0,1.29,5.8,15.15,29,13,-1,0,0,0,-1,0,-5,3,-1,26,-5,0,0
404,F1,2012,1,0,2.24,3.1,4.3,-5,-1,-1,-1,0,0,-1,1,1,-1,0,-4,1,0,0
405,I1,2012,2,2,1.84,3.55,5.8,2,-4,3,0,0,0,0,-3,-4,1,0,6,-4,0,0
406,D1,2012,1,1,2.24,3.7,3.72,12,4,0,1,0,0,0,0,1,-3,0,9,1,0,0
407,F1,2012,0,0,2.14,3.14,4.59,4,3,-11,-3,0,0,0,9,-1,-1,0,2,-1,-1,0
408,I1,2012,2,2,1.56,4.2,8.47,8,2,-1,-3,0,0,0,1,2,0,0,6,2,0,0
409,D1,2012,1,0,2.15,3.5,3.95,7,6,3,-2,0,0,0,-1,4,1,0,5,4,0,0
410,E0,2012,1,1,1.31,6,13.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,SP1,2012,0,1,2.72,3.3,3,6,4,-2,-3,0,0,0,2,0,-1,0,4,0,0,0
412,F1,2012,1,3,2.9,3.13,3.07,5,-2,5,0,0,0,-2,-4,-2,0,-1,3,-2,0,0
413,F1,2012,1,0,2.44,3.19,3.6,4,-2,-1,1,0,0,-2,3,0,0,0,3,0,0,0
414,E0,2012,2,2,2.08,3.46,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,I1,2012,2,0,1.93,3.4,5.2,3,-1,-7,0,0,0,0,11,4,-1,0,2,4,0,0
416,E0,2012,1,3,2.25,3.43,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,D1,2012,0,1,2.14,3.61,3.78,-5,0,-7,-2,0,0,-3,6,2,-1,0,-6,2,0,0
418,I1,2012,1,0,1.62,3.85,7.8,13,6,-4,0,0,0,0,4,-1,-1,0,11,-1,0,0
419,I1,2012,3,0,1.47,4.5,9.6,-2,4,-2,-1,0,0,0,3,-1,-1,0,-3,-1,0,0
420,SP1,2012,1,1,1.47,4.9,8.4,14,13,-10,-4,0,0,0,9,4,-1,0,10,4,0,0
421,E0,2012,3,1,1.68,3.95,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,E0,2012,1,0,12,5.4,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,I1,2012,0,0,2.72,3.25,3.15,2,3,5,1,0,0,0,-6,-1,-1,0,-4,-1,0,0
424,I1,2012,0,2,4.2,3.4,2.1,2,6,-4,1,0,0,0,2,0,1,0,1,0,0,-1
425,SP1,2012,3,0,2.15,3.45,4.09,10,4,-7,-4,0,0,0,7,2,-1,0,7,2,0,0
426,F1,2012,0,1,2.86,3.05,3,7,2,1,0,0,0,-1,-2,-3,-2,0,4,-3,0,0
427,SP1,2012,0,2,1.9,3.65,4.9,4,4,-3,-1,0,0,0,3,0,1,-1,-1,0,0,0
428,SP1,2012,0,0,2.35,3.36,3.6,0,5,1,1,0,0,0,1,-6,0,0,1,-6,0,0
429,I1,2012,1,0,1.68,4,6.3,-7,1,-2,0,0,0,0,2,-2,0,0,-8,-2,0,0
430,E0,2012,1,6,2.29,3.35,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,SP1,2012,0,3,1.97,3.6,4.55,6,0,-2,1,0,0,0,2,0,0,0,3,0,0,0
432,I1,2012,3,4,7.4,4,1.63,-7,-3,5,4,0,0,0,-6,1,0,1,-10,1,0,0
433,I1,2012,1,2,2.34,3.2,3.82,9,5,-2,0,0,0,0,3,2,1,0,6,2,0,0
434,F1,2012,2,0,1.29,5.8,16.53,0,2,-1,-2,0,0,0,2,-2,0,0,2,-2,0,0
435,SP1,2012,1,1,1.83,3.8,5.2,17,5,0,-2,0,0,0,0,-1,-1,0,15,-1,0,0
436,D1,2012,2,1,9.64,5.01,1.43,-7,-3,5,5,0,-1,0,-4,-7,0,1,-10,-7,0,0
437,F1,2012,3,1,2.04,3.35,4.59,2,10,-3,0,0,0,1,3,-4,1,0,-1,-4,0,0
438,E0,2012,1,2,4.7,3.85,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,SP1,2012,2,2,1.5,4.5,8.4,13,14,-10,-3,0,0,0,10,-3,-1,0,7,-3,0,0
440,I1,2012,2,1,1.69,3.65,7.2,12,4,-11,-2,0,0,0,11,6,0,0,15,6,0,0
441,SP1,2012,0,1,27.63,9,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,I1,2012,4,1,1.37,5.17,12.65,4,3,2,2,0,0,0,-1,0,-2,0,1,0,0,0
443,I1,2012,1,1,2.52,3.2,3.4,8,1,-1,-1,0,0,0,1,2,-2,0,10,2,0,0
444,I1,2012,2,0,1.9,3.36,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,SP1,2012,0,1,3.95,3.6,2.15,-7,-8,2,-1,0,0,0,-1,-2,3,0,-4,-2,0,0
446,SP1,2012,2,2,2.1,3.5,4.09,8,1,-10,-1,0,0,0,8,-1,0,0,4,-1,0,0
447,I1,2012,1,1,3.3,3.3,2.54,-8,-1,1,0,0,0,0,-2,-2,1,1,-6,-2,0,0
448,I1,2012,0,1,2.06,3.2,4.8,8,4,-2,-3,0,0,0,2,-1,0,0,6,-1,0,0
449,SP1,2012,2,0,2.96,3.45,2.66,10,3,3,-1,0,-1,0,-4,1,-1,0,12,1,-1,0
450,I1,2012,1,1,1.78,3.65,5.9,2,-5,-4,-4,0,0,0,4,5,0,0,-6,5,0,0
451,I1,2012,2,1,2.54,3.25,3.35,-8,2,5,1,0,0,0,-6,3,1,0,-7,3,0,0
452,SP1,2012,1,2,2.2,3.45,3.8,4,1,6,0,0,0,0,-6,-1,-3,0,9,-1,0,-1
453,SP1,2012,3,0,1.13,10,25.17,9,-1,2,-1,0,0,0,-1,0,2,0,7,0,0,0
454,SP1,2012,3,2,1.85,3.75,5,-8,0,-4,5,0,0,0,2,0,0,0,-4,0,1,0
455,I1,2012,1,1,2.88,3.25,2.86,10,10,-4,-1,0,0,0,1,-2,1,0,8,-2,0,0
456,SP1,2012,1,0,2.08,3.45,4.2,8,-3,-1,3,0,0,0,2,3,1,0,5,3,0,0
457,SP1,2012,3,0,2.54,3.55,3,3,2,-7,-2,0,0,0,8,2,-4,0,2,2,0,0
458,I1,2012,2,0,1.64,4.08,6.8,2,3,5,1,0,0,0,-5,-2,0,-1,2,-2,0,0
459,D1,2012,0,1,3.6,3.65,2.25,10,4,8,1,0,0,0,-9,0,-1,0,8,0,0,0
460,I1,2012,2,3,3.15,3.29,2.6,9,9,-4,-1,0,-1,0,4,-6,3,0,5,-6,-1,0
461,SP1,2012,0,1,13.74,6.55,1.29,-7,-2,1,3,0,0,0,-2,-5,-2,0,-2,-5,0,0
462,F1,2012,4,2,1.43,4.8,10,9,8,8,-2,0,-1,0,-8,-1,0,-2,4,-1,-1,0
463,E0,2012,3,5,1.7,4.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,SP1,2012,3,1,1.58,4.13,7.6,4,2,7,0,0,0,1,-5,2,0,0,2,2,0,0
465,F1,2012,2,0,1.8,3.55,6,4,0,-7,-2,0,1,1,7,2,0,0,3,2,1,0
466,D1,2012,3,1,2.09,3.5,4.09,5,1,-3,-1,0,0,1,1,1,1,1,4,1,0,0
467,E0,2012,0,2,3.25,3.42,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,SP1,2012,5,0,1.1,12.95,34,16,8,-4,-1,0,0,0,4,-2,0,-1,12,-2,0,0
469,F1,2012,2,3,5.7,3.6,1.87,-6,-4,-5,-1,0,0,0,3,0,-1,0,-5,0,0,0
470,D1,2012,2,3,2.31,3.55,3.4,6,-1,9,1,0,0,0,-10,-3,-1,1,8,-3,0,0
471,D1,2012,4,0,1.17,9.19,23,10,4,-1,-1,0,0,0,1,2,1,0,10,2,0,0
472,D1,2012,2,1,2,3.75,4.28,5,0,0,-3,0,0,0,2,-1,0,0,5,-1,0,0
473,E0,2012,0,1,4.34,3.59,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
