,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
9225,I1,2017,2,2,5.6,4.3,1.71,-3,1,9,2,0,0,0,-9,3,1,0,-4,3,0,0
9226,SP1,2017,0,0,2.67,3.6,3.2,6,4,2,-2,0,0,0,-4,0,0,0,3,0,0,0
9227,SP1,2017,0,0,2.58,3.25,3.45,6,-2,-1,0,0,0,0,2,2,0,0,4,2,0,0
9228,I1,2017,5,1,1.97,3.55,5,10,3,3,-1,0,0,0,-3,1,0,0,6,1,0,0
9229,I1,2017,1,1,1.35,5.8,12.5,15,4,-9,-4,0,0,-1,10,2,2,0,13,2,0,0
9230,D1,2017,2,1,2.09,3.6,4.35,7,3,0,-3,0,0,1,0,1,0,0,3,1,0,0
9231,SP1,2017,5,1,1.89,3.9,5,2,2,-8,4,0,0,0,8,2,0,0,2,2,0,0
9232,I1,2017,2,1,1.67,4.2,6.8,-2,-5,-8,0,0,0,0,9,-1,0,0,2,-1,0,0
9233,D1,2017,2,2,2.52,3.56,3.1,-12,-7,1,-2,0,0,0,-1,0,-3,0,-9,0,0,0
9234,F1,2017,3,1,5.3,3.84,1.9,5,-5,1,-1,0,0,-1,-1,-5,-1,0,1,-5,0,1
9235,I1,2017,2,0,2.12,3.45,4.1,-2,-1,-7,0,0,-1,-1,6,2,2,0,0,2,-1,0
9236,E0,2017,3,1,1.3,7,14,13,1,-6,-2,0,0,0,6,0,1,0,11,0,0,0
9237,SP1,2017,0,1,6.6,4.62,1.6,-3,0,5,1,0,0,0,-6,-5,1,0,-5,-5,0,0
9238,F1,2017,1,0,2.21,3.2,4.34,-6,-4,-1,1,0,0,0,1,-2,1,0,-6,-2,0,0
9239,I1,2017,2,1,2.6,3.36,3.2,1,2,-1,-4,-1,0,0,2,0,0,0,1,0,-1,0
9240,F1,2017,0,0,2.33,3.3,4,7,3,-6,1,0,0,0,7,3,0,0,4,3,0,0
9241,I1,2017,1,3,6.8,4.2,1.75,-7,-5,0,0,0,0,0,1,2,0,0,-8,2,0,0
9242,I1,2017,1,0,1.7,3.85,6.6,4,0,-7,-2,0,0,0,8,-4,0,0,1,-4,0,0
9243,E0,2017,0,0,2.7,3.2,3.25,6,1,1,-2,0,0,1,-1,-2,0,0,3,-2,0,0
9244,F1,2017,1,1,1.39,5.4,11,10,3,-2,-2,0,0,0,2,4,1,0,5,4,0,0
9245,SP1,2017,1,1,2.08,3.7,4.2,5,10,1,-1,-1,0,-1,-1,2,-1,0,1,2,-1,0
9246,D1,2017,0,2,11.5,6.11,1.33,-9,-4,0,-2,0,0,0,0,0,1,0,-7,0,0,0
9247,E0,2017,0,4,4.41,3.75,2,-4,3,-5,1,0,0,-1,5,2,-1,0,-8,2,0,0
9248,I1,2017,0,3,9.7,5.35,1.42,-12,-2,8,0,0,0,0,-8,2,-1,0,-10,2,0,0
9249,F1,2017,3,1,2.38,3.14,3.88,6,5,3,-1,0,0,0,-3,-1,1,0,6,-1,0,0
9250,E0,2017,2,4,1.93,3.76,4.75,6,0,-4,0,0,0,0,5,1,0,0,5,1,0,0
9251,D1,2017,3,1,1.57,4.65,6.8,9,3,-5,1,0,0,0,5,2,-2,0,8,2,0,0
9252,F1,2017,0,2,2.6,3.25,3.4,2,5,-7,-5,0,0,0,7,0,-1,0,0,0,0,0
9253,SP1,2017,5,2,1.08,18.5,51,15,-1,-1,-1,-1,0,0,1,4,0,0,12,4,-1,0
9254,D1,2017,0,0,1.89,3.9,4.75,2,4,1,-1,0,0,0,-1,-1,-2,0,7,-1,0,0
9255,SP1,2017,1,2,1.1,14.5,36,11,13,0,0,0,0,0,-1,1,-1,0,8,1,0,0
9256,F1,2017,2,1,3.08,3.06,3,-3,4,-5,0,0,0,0,5,2,-1,0,-4,2,0,0
9257,SP1,2017,2,1,1.65,4.8,7,9,9,2,-3,-1,0,0,-2,1,1,0,3,1,-1,0
9258,E0,2017,1,0,2.19,3.3,4.2,0,5,-3,-2,0,0,0,3,0,0,0,2,0,0,0
9259,SP1,2017,0,4,6.25,3.7,1.77,-4,2,1,-1,0,0,0,-1,-2,0,0,-3,-2,0,0
9260,F1,2017,1,3,1.68,4.31,5.95,1,0,6,1,0,1,0,-6,-1,0,0,1,-1,1,0
9261,D1,2017,3,1,3.84,3.85,2.07,12,-1,5,0,0,0,0,-5,-2,2,0,3,-2,0,0
9262,SP1,2017,0,2,2.6,3.15,3.45,3,2,-4,1,0,0,0,6,2,-1,0,3,2,0,0
9263,D1,2017,1,0,6,4.42,1.66,2,-2,7,0,0,0,0,-7,1,-1,0,0,1,0,0
9264,F1,2017,1,1,2.5,3.3,3.5,7,4,-1,0,0,0,1,1,6,1,0,3,6,0,0
9265,E0,2017,1,2,2.45,3.3,3.55,1,0,-3,-1,0,0,0,3,2,-1,0,1,2,0,0
9266,E0,2017,4,1,1.7,4.2,5.6,5,-6,-5,-1,0,0,0,5,2,1,0,9,2,0,0
9267,D1,2017,1,0,3.5,3.5,2.43,-6,-3,4,-1,0,0,0,-4,2,-1,0,-1,2,0,0
9268,E0,2017,1,2,2.47,3.34,3.66,-4,0,4,2,0,0,0,-4,0,1,0,-2,0,0,0
9269,I1,2017,3,1,1.35,5.7,14,14,8,-4,-1,0,0,0,5,2,2,0,11,2,0,0
9270,D1,2017,0,2,2.47,3.25,3.54,5,5,-5,2,0,0,0,6,2,-1,0,3,2,0,0
9271,F1,2017,1,4,2.58,3.15,3.4,-3,7,7,2,0,0,0,-6,2,0,0,-1,2,0,0
9272,E0,2017,2,1,1.65,4.2,6.6,5,5,3,-3,0,0,0,-3,-2,0,0,3,-2,0,-1
9273,E0,2017,1,1,2.65,3.2,3.3,2,-4,10,2,0,0,0,-10,-3,0,0,2,-3,0,0
9274,SP1,2017,2,1,2.67,3.21,3.5,-2,-2,-3,-2,0,0,0,3,1,0,0,-4,1,0,0
9275,D1,2017,4,4,2.14,3.78,4,-8,3,6,-2,0,1,0,-4,-1,-1,0,-4,-1,1,0
9276,I1,2017,3,2,1.41,5.5,9.7,12,4,-1,1,0,0,0,1,5,1,0,10,5,0,0
9277,SP1,2017,0,1,3.74,3.4,2.26,9,1,-2,-1,0,0,0,1,3,1,0,5,3,0,0
9278,F1,2017,3,2,2.36,3.44,3.8,4,4,-3,-1,0,0,-1,3,-3,-2,0,4,-3,0,0
9279,I1,2017,1,2,4.9,3.71,1.96,-12,-10,3,0,0,0,0,-4,3,0,0,-6,3,0,0
9280,E0,2017,2,2,7,4.4,1.62,-22,-10,9,-1,0,0,-1,-9,-3,0,0,-20,-3,0,0
9281,SP1,2017,1,2,2.66,3.4,3.34,5,-1,-1,2,0,-1,0,1,-1,0,0,7,-1,-1,0
9282,F1,2017,0,3,1.76,3.71,6.2,3,4,-11,-3,0,0,0,11,2,-1,0,3,2,0,0
9283,F1,2017,2,0,2.18,3.45,4.06,-3,-6,2,1,0,0,1,-2,-1,3,0,-2,-1,0,0
9284,I1,2017,2,1,2.74,3.35,3.02,8,0,-3,0,0,0,0,3,1,-1,0,5,1,0,0
9285,I1,2017,2,1,2.26,3.38,3.8,6,5,4,-2,0,-1,0,-4,0,0,0,2,0,-1,0
9286,I1,2017,0,1,1.71,4.3,6.5,4,0,1,-4,0,0,0,-1,3,0,0,4,3,0,0
9287,SP1,2017,2,3,1.69,4.6,6.74,11,0,-5,-2,0,1,0,7,-2,0,0,6,-2,1,0
9288,I1,2017,1,1,3.8,3.3,2.5,-4,1,-1,-3,0,0,0,1,0,0,0,-4,0,0,0
9289,D1,2017,1,2,2.5,3.62,3.07,-8,-4,-13,-1,0,0,0,14,-1,0,0,-6,-1,0,0
9290,I1,2017,2,1,1.8,3.7,5.8,7,5,-4,-1,-1,0,0,4,-5,0,0,4,-5,-1,0
9291,E0,2017,0,3,3.85,3.53,2.19,-9,0,3,0,0,0,0,-3,-1,-1,0,-12,-1,0,0
9292,E0,2017,1,2,2.26,3.71,3.63,-1,2,-8,0,0,0,0,8,4,1,0,1,4,0,0
9293,I1,2017,0,1,3.32,3.4,2.47,2,3,-3,-1,0,0,0,-3,-1,-3,0,1,-1,0,0
9294,F1,2017,0,6,8.8,5.1,1.45,-8,1,-1,0,0,0,0,1,0,-1,0,-12,0,0,0
9295,D1,2017,3,0,1.8,4.05,5.4,-8,-2,3,0,0,0,0,-3,5,-1,0,-4,5,0,0
9296,SP1,2017,2,2,1.81,3.96,5.3,9,3,-8,1,0,0,0,8,-1,2,0,11,-1,0,0
9297,E0,2017,1,4,6.2,4.2,1.67,-18,-2,-3,-2,0,1,0,3,1,0,1,-11,1,1,0
9298,F1,2017,3,0,1.83,3.8,5.4,12,-1,4,0,0,0,0,-4,-3,-1,0,9,-3,0,0
9299,D1,2017,0,0,2.88,3.8,2.59,0,-8,-1,1,0,0,0,1,-3,0,0,1,-3,0,0
9300,I1,2017,3,0,1.55,4.65,7.5,13,9,-3,0,0,0,0,4,2,1,0,13,2,0,0
9301,E0,2017,4,0,1.28,7.4,14,14,0,-3,0,0,1,0,4,-1,1,0,10,-1,1,0
9302,SP1,2017,5,0,1.22,7.35,23,8,-3,5,-2,0,0,0,-6,2,0,0,4,2,0,0
9303,SP1,2017,1,1,3.11,3.5,2.66,2,2,12,0,0,2,0,-12,3,-3,0,-2,3,2,0
9304,F1,2017,1,0,3.8,3.3,2.33,-1,2,5,0,0,0,0,-5,2,-2,-1,-1,2,0,0
9305,D1,2017,0,4,2.83,3.48,2.8,2,5,3,4,0,0,0,-4,-3,-1,0,-1,-3,0,0
9306,I1,2017,3,1,1.3,6.5,13.5,12,3,2,-1,0,-1,0,-4,-3,0,0,11,-3,-1,0
9307,E0,2017,3,0,1.52,4.7,8.2,8,5,1,-1,0,0,-1,-1,-2,0,0,5,-2,0,1
9308,F1,2017,0,0,2.04,3.75,4.3,9,5,-3,0,-1,0,1,3,2,0,1,6,2,-1,0
9309,E0,2017,4,2,2.91,3.3,2.81,-15,-4,9,1,0,0,0,-9,0,-1,-1,-10,0,0,0
9310,E0,2017,3,1,1.67,4,6.7,3,3,-10,1,0,0,0,9,1,0,0,4,1,0,-1
9311,F1,2017,0,1,1.85,3.6,5.75,5,-2,-7,-4,0,1,0,7,2,-1,0,3,2,1,0
9312,D1,2017,3,1,1.18,9.7,29,-3,0,1,-1,0,0,0,-1,-1,1,0,-2,-1,0,0
9313,D1,2017,6,0,1.2,8.85,21,17,10,-8,-5,-1,0,0,8,1,0,0,12,1,-1,0
9314,SP1,2017,1,5,19.5,8.6,1.21,5,-3,17,2,0,0,0,-18,-1,1,0,2,-1,0,0
9315,SP1,2017,1,0,2.32,3.5,3.56,-4,0,-6,2,0,0,0,6,0,0,0,-3,0,0,0
9316,D1,2017,2,1,3.94,3.8,2.09,10,-2,7,3,0,0,0,-7,-5,0,0,3,-5,0,0
9317,F1,2017,2,1,2.22,3.42,4.08,8,7,6,1,0,-1,0,-6,-1,1,0,9,-1,-1,0
9318,F1,2017,1,1,2.45,3.1,3.94,-5,0,-6,0,0,0,0,6,0,-2,0,-6,0,0,0
9319,D1,2017,4,1,1.48,5.3,7.8,6,6,-7,-3,0,-1,0,8,1,-1,0,5,1,-1,0
9320,E0,2017,1,0,1.72,4.1,6,10,6,3,0,0,0,0,-4,4,0,0,8,4,0,0
9321,E0,2017,4,1,2.16,3.55,4,3,5,5,1,0,0,2,-5,-1,1,0,2,-1,0,0
9322,I1,2017,2,1,5,3.52,1.96,7,1,-5,0,1,0,0,4,-2,0,0,6,-2,1,0
9323,D1,2017,1,3,2.48,3.55,3.24,1,-5,-4,-1,0,-1,0,2,3,1,0,3,3,-1,0
9324,I1,2017,1,1,3.1,3.26,2.68,-1,-3,10,1,0,0,0,-10,-5,0,0,-4,-5,0,0
9325,F1,2017,0,0,2.76,3.38,2.96,0,5,3,1,0,0,0,-3,-2,1,0,1,-2,0,0
9326,SP1,2017,2,1,1.89,3.52,5.4,-6,-3,0,-2,-1,0,0,0,1,-2,0,-2,1,-1,0
9327,F1,2017,1,0,1.83,3.53,6.01,4,0,10,-2,0,0,0,-10,1,0,0,-2,1,0,0
9328,D1,2017,2,0,2.9,3.51,2.75,-3,-2,-5,0,0,0,0,5,-2,0,0,0,-2,0,0
9329,I1,2017,2,0,2.5,3.35,3.4,-6,-5,-4,-2,0,-1,0,2,-2,1,0,-5,-2,-1,0
9330,E0,2017,1,0,1.34,5.8,12,25,13,-9,-5,-1,0,0,8,0,-1,0,17,0,-1,0
9331,SP1,2017,0,0,3.52,3.42,2.42,-4,-2,4,3,0,0,0,-4,-7,0,0,-3,-7,0,0
9332,E0,2017,3,1,7,4.42,1.6,-5,-2,-1,-1,0,0,0,2,-2,-2,0,-1,-2,0,0
9333,I1,2017,1,0,3.15,3.52,2.54,-6,-1,-1,0,0,0,0,1,0,0,0,-5,0,0,0
9334,I1,2017,0,0,1.77,3.92,6.1,9,3,11,1,0,0,0,-12,2,0,0,6,2,0,0
9335,F1,2017,1,1,2.26,3.4,3.8,6,3,12,0,0,0,-1,-11,-1,-4,-1,2,-1,0,0
9336,I1,2017,1,2,2.42,3.3,3.7,-12,-2,-3,-1,0,0,0,3,-2,0,0,-9,-2,0,0
9337,I1,2017,3,0,2.5,3.4,3.3,5,-1,-8,0,0,0,0,10,4,0,0,2,4,0,0
9338,SP1,2017,0,2,8.6,5.4,1.44,-2,-1,11,2,0,0,0,-11,-2,0,0,-4,-2,0,0
9339,SP1,2017,2,1,1.91,3.84,4.75,3,6,-1,0,0,0,1,2,0,1,0,3,0,0,0
9340,SP1,2017,0,0,2.44,3.16,3.73,-7,-1,6,-1,0,0,1,-5,0,3,0,-7,0,0,0
9341,I1,2017,2,0,2.32,3.5,3.55,-3,-4,5,-3,0,0,0,-6,-1,-1,-1,-3,-1,0,0
9342,F1,2017,1,2,2.32,3.26,4.2,12,2,-8,-3,0,0,0,8,3,0,0,10,3,0,0
9343,SP1,2017,1,0,1.58,4.74,7,4,4,8,1,0,0,0,-7,0,0,0,5,0,0,0
9344,D1,2017,1,1,3.9,4,2.1,-3,-4,-2,0,0,0,-1,2,7,0,0,-1,7,0,0
9345,F1,2017,3,0,1.13,11.5,31,1,1,2,1,0,0,0,-2,1,0,0,0,1,0,1
9346,D1,2017,1,0,2.2,3.61,3.76,12,6,0,1,0,0,0,0,-2,0,0,6,-2,0,0
9347,D1,2017,0,2,2.15,3.6,4.28,4,2,2,-1,0,0,0,0,4,1,0,4,4,0,0
9348,D1,2017,1,5,4.85,4.3,1.8,5,-1,3,2,0,0,0,-3,1,0,0,2,1,0,0
9349,SP1,2017,2,1,1.88,3.55,5.65,2,3,-7,-2,0,0,0,7,3,0,0,-1,3,0,0
9350,F1,2017,4,0,3.7,3.42,2.3,-7,-4,-3,0,0,-1,0,3,-2,0,0,-3,-2,-1,0
9351,I1,2017,0,2,4.4,3.54,2.08,-4,1,-1,-3,0,0,0,0,1,-1,0,-4,1,0,0
9352,I1,2017,4,0,1.23,8,20,27,9,7,-2,0,0,0,-7,0,0,0,17,0,0,1
9353,I1,2017,0,0,3.3,3.4,2.53,8,5,-1,0,-1,-1,0,1,0,0,0,5,0,-2,0
9354,F1,2017,0,0,2.42,3.13,4.05,6,2,-7,0,0,0,0,7,-2,0,0,8,-2,0,0
9355,I1,2017,0,0,5.2,3.94,1.81,-2,-3,5,2,0,0,0,-5,1,0,0,-5,1,0,0
9356,I1,2017,4,0,1.16,9.8,26,9,6,5,-1,0,0,0,-5,-4,-1,0,10,-4,0,0
9357,D1,2017,3,0,1.18,9.82,25.19,14,4,0,1,0,0,0,0,4,0,0,12,4,0,0
9358,D1,2017,1,3,2.34,3.52,3.62,8,4,8,1,0,0,0,-8,3,0,0,6,3,0,0
9359,D1,2017,0,0,1.51,4.91,7.7,9,3,0,-2,0,0,0,0,-2,-1,0,7,-2,0,0
9360,D1,2017,1,1,2.3,3.66,3.46,6,3,0,-1,0,0,0,1,-2,0,0,5,-2,0,0
9361,F1,2017,2,1,2.32,3.21,3.84,7,-3,-1,-1,0,0,0,1,-1,2,0,4,-1,0,1
9362,SP1,2017,1,2,4.5,3.74,2.11,-2,4,2,1,0,0,0,1,3,0,0,0,3,0,0
9363,I1,2017,2,2,3.36,3.3,2.48,7,1,-1,-2,0,0,0,1,-1,1,0,4,-1,0,0
9364,I1,2017,2,1,2.42,3.22,3.55,-2,-2,-1,1,0,0,0,1,3,0,0,-2,3,0,0
9365,SP1,2017,1,1,1.62,4.6,6.8,10,6,-3,-2,0,0,-1,3,-3,0,0,9,-3,0,0
9366,F1,2017,1,0,2,3.6,4.55,-5,-3,-3,-2,0,0,0,3,2,0,0,-3,2,0,0
9367,I1,2017,0,1,1.62,4.29,7.2,9,2,4,1,0,0,0,-6,3,2,0,9,3,0,0
9368,D1,2017,1,2,3.25,3.76,2.36,0,-10,-2,0,0,0,0,0,-2,1,0,1,-2,0,0
9369,SP1,2017,4,1,2.05,3.75,4.68,9,3,-2,-1,0,-1,0,2,1,0,-1,5,1,-1,0
9370,F1,2017,0,3,3.34,3.44,2.5,-9,-5,10,2,0,0,1,-10,1,1,0,-6,1,0,0
9371,SP1,2017,1,1,1.3,7,13,15,14,0,3,0,0,0,0,2,-1,1,13,2,0,0
9372,SP1,2017,2,1,1.66,4.3,6.1,11,8,7,-1,0,0,0,-7,3,1,0,11,3,0,0
9373,F1,2017,3,2,2.4,3.4,3.5,5,0,-13,-1,-1,0,0,12,-2,-1,0,1,-2,-1,0
9374,I1,2017,2,0,2.38,3.26,3.75,1,-2,5,-2,0,0,0,-5,-1,-1,0,4,-1,0,0
9375,F1,2017,5,1,1.76,4,5.6,7,10,-2,-1,0,-1,0,2,2,-2,0,6,2,-1,0
9376,F1,2017,0,0,2.94,3.02,3.15,13,4,3,4,0,-1,0,-3,2,0,0,7,2,-1,0
9377,SP1,2017,2,1,1.59,4.5,6.8,5,3,2,-2,0,0,0,-2,0,0,0,3,0,0,1
9378,SP1,2017,1,2,2.3,3.25,3.96,4,6,-2,-3,0,0,0,2,-4,3,0,3,-4,0,0
9379,SP1,2017,1,2,3.37,3.38,2.5,7,6,1,1,0,0,0,-1,1,1,0,3,1,0,0
9380,D1,2017,3,1,1.22,8.1,17,15,12,-19,-1,0,0,0,19,2,0,0,10,2,0,0
9381,SP1,2017,1,0,2.63,3.32,3.13,-5,1,3,-2,0,0,0,-4,0,1,0,-4,0,0,0
9382,F1,2017,2,0,8.3,4.75,1.5,-1,-4,1,1,-1,0,0,-1,0,1,0,-2,0,-1,0
9383,D1,2017,2,3,3.4,3.75,2.28,-7,5,-3,1,0,0,0,2,3,0,0,-8,3,0,0
9384,SP1,2017,2,2,9.6,6,1.37,-19,-5,-10,1,0,0,0,10,-4,-1,0,-17,-4,0,0
9385,D1,2017,3,3,2.46,3.3,3.5,5,3,0,2,0,0,0,0,-1,1,0,4,-1,0,0
9386,F1,2017,1,0,2.66,3.04,3.44,8,4,0,0,0,0,0,0,3,0,0,9,3,0,0
9387,E0,2017,2,3,2.75,3.34,3.13,-9,-2,3,-2,0,0,0,-3,1,0,0,-13,1,0,0
9388,E0,2017,3,0,2.51,3.6,3.23,5,8,-1,-2,0,0,0,2,3,0,0,4,3,0,0
9389,SP1,2017,0,5,14.5,6.95,1.27,-3,1,6,2,1,0,1,-6,-4,-1,0,-3,-4,1,0
9390,E0,2017,4,1,1.72,4.05,6,6,2,-2,-2,0,0,0,2,3,-1,0,7,3,0,0
9391,F1,2017,3,0,2.62,3.2,3.25,-4,4,-5,0,0,0,0,5,1,0,0,-2,1,0,0
9392,F1,2017,2,1,1.83,3.75,5.9,3,5,1,0,0,0,0,-1,0,0,0,0,0,0,1
9393,I1,2017,0,1,15.5,6.7,1.28,-12,-7,6,0,0,0,0,-6,-1,0,0,-7,-1,0,-1
9394,E0,2017,1,2,4.15,3.5,2.15,-13,-8,5,1,0,0,0,-5,-3,0,0,-11,-3,0,0
9395,F1,2017,0,1,1.67,4.18,6.5,12,2,-7,-1,0,0,0,7,-2,-1,0,9,-2,0,0
9396,E0,2017,5,1,1.28,7,14,30,11,1,-1,0,-1,0,-2,-1,0,-1,23,-1,-1,0
9397,SP1,2017,2,0,2.8,3.32,2.95,15,2,2,2,0,-1,0,-2,-2,0,-1,9,-2,-1,1
9398,D1,2017,2,1,4.2,4.24,1.98,6,4,1,-2,0,0,0,-1,2,2,0,5,2,0,1
9399,E0,2017,1,0,3.55,3.54,2.34,-1,2,-4,0,0,0,0,4,-1,0,0,-2,-1,0,0
9400,E0,2017,1,3,9.8,6.2,1.36,-5,-5,5,-2,0,0,0,-5,-1,0,0,-3,-1,0,0
9401,I1,2017,2,0,1.41,5.1,10.5,6,2,-3,-2,0,0,0,3,-1,-1,0,5,-1,0,0
9402,E0,2017,1,1,2.34,3.43,3.54,3,0,-5,-1,0,0,0,5,0,1,0,3,0,0,0
9403,SP1,2017,3,1,2.01,3.6,4.4,9,-1,1,0,0,-1,0,-1,-4,0,0,7,-4,-1,0
9404,D1,2017,1,0,1.68,4,6.3,15,-2,-7,0,-1,0,0,7,1,0,0,12,1,-1,0
9405,F1,2017,1,0,4.23,3.55,2.08,-7,-5,4,1,0,0,0,-4,-6,1,0,-3,-6,0,0
9406,D1,2017,2,0,2.05,3.6,4.65,-1,-2,9,-1,0,0,0,-9,-1,1,0,0,-1,0,0
9407,F1,2017,0,0,1.85,3.81,5.3,-1,-1,-8,-2,0,0,-1,8,2,-1,0,2,2,0,0
9408,D1,2017,0,1,18,7.5,1.24,-10,-2,5,-1,0,0,0,-5,1,0,0,-5,1,0,0
9409,F1,2017,3,1,2.5,3.13,3.55,-3,-1,3,1,-1,0,0,-3,2,-1,0,1,2,-1,0
9410,I1,2017,3,1,3.68,3.64,2.29,-3,-6,3,-3,0,0,0,-3,2,0,0,1,2,0,0
9411,SP1,2017,0,2,2.4,3.42,3.46,-2,-3,3,-1,0,0,0,-3,-4,-1,0,-3,-4,0,0
9412,F1,2017,0,1,2.6,3.3,3.26,2,4,1,2,0,0,1,-1,1,0,0,1,1,0,0
9413,SP1,2017,1,0,1.22,7.3,21,13,10,-5,-2,-1,0,0,5,8,-1,0,13,8,-1,0
9414,E0,2017,0,3,3.2,3.56,2.62,-5,5,-5,3,0,0,0,5,0,0,0,-6,0,0,0
9415,D1,2017,1,1,2.44,3.44,3.34,-2,-5,-6,-1,0,0,0,6,3,0,0,-1,3,0,0
9416,I1,2017,2,0,1.56,4.35,8.1,3,-1,8,0,0,0,0,-8,4,-1,0,3,4,0,0
9417,I1,2017,0,0,2.34,3.35,3.8,2,3,-3,-2,0,0,-2,2,0,1,0,7,0,0,0
9418,SP1,2017,3,1,1.42,5,10.5,1,0,-10,-2,0,0,0,10,4,1,0,3,4,0,0
9419,F1,2017,2,1,2.17,3.3,4.25,1,0,-3,-2,0,0,0,3,-1,0,0,-2,-1,0,0
9420,D1,2017,2,1,2.97,3.9,2.55,2,-4,-2,0,0,0,0,2,-1,-1,0,-1,-1,0,0
9421,I1,2017,1,1,1.51,4.8,8,14,7,5,-4,0,0,0,-5,3,0,0,11,3,0,0
9422,SP1,2017,1,2,3.18,3.48,2.57,-3,-4,4,0,0,0,0,-4,-1,0,0,-5,-1,0,0
9423,I1,2017,1,1,1.75,4.1,6.1,-3,-4,10,0,1,1,0,-11,-2,1,0,0,-2,2,0
9424,I1,2017,1,0,2.16,3.45,4.4,1,-3,3,1,0,0,0,-3,1,-1,0,2,1,0,0
9425,E0,2017,2,0,3.46,3.26,2.47,1,1,-5,-2,0,0,-1,5,5,1,0,4,5,0,0
9426,SP1,2017,3,1,1.95,3.72,4.7,3,-1,-4,0,0,0,0,5,3,0,0,3,3,0,0
9427,I1,2017,1,3,4.54,3.54,2,-2,3,7,2,0,-1,0,-7,-1,0,0,-4,-1,-1,0
9428,I1,2017,2,1,2.23,3.5,3.92,-9,-7,1,-1,0,0,0,-1,9,0,0,-9,9,0,0
9429,F1,2017,1,0,2.18,3.3,4.22,7,4,-3,0,-1,0,0,3,-2,2,0,3,-2,-1,0
9430,SP1,2017,1,0,1.89,3.7,5.1,11,2,-4,-1,0,0,0,5,0,0,0,10,0,0,0
9431,E0,2017,1,1,1.76,4.05,5.55,4,1,5,1,0,0,0,-5,2,0,0,7,2,0,0
9432,D1,2017,2,1,1.8,3.84,5.5,11,3,2,-3,0,0,0,-2,1,1,0,9,1,0,0
9433,F1,2017,0,7,5.15,3.98,1.82,0,3,0,1,0,1,0,-1,-1,0,0,0,-1,1,0
9434,F1,2017,2,0,1.3,6.25,13,8,9,-1,0,0,0,0,1,0,0,0,8,0,0,0
9435,E0,2017,1,1,2.15,3.52,4.26,10,-1,0,-1,0,0,1,-2,3,0,0,9,3,0,0
9436,E0,2017,1,1,2.58,3.34,3.3,-10,1,-5,-2,0,0,0,5,1,-1,0,-4,1,0,0
9437,SP1,2017,2,1,1.93,3.54,5.1,14,7,-9,-4,0,0,-1,8,-1,-1,0,10,-1,0,0
9438,E0,2017,0,2,8.5,5,1.47,-15,-2,-2,0,0,0,0,2,1,0,0,-12,1,0,0
9439,SP1,2017,2,1,1.46,4.85,10.5,14,7,-1,-4,0,0,0,1,2,-2,0,13,2,0,0
9440,E0,2017,2,2,2.55,3.4,3.26,6,-1,6,-1,0,0,-1,-5,-2,0,0,7,-2,0,0
9441,D1,2017,2,0,2.18,3.48,4.2,-2,4,-8,-4,0,0,1,8,-1,0,0,-1,-1,0,0
9442,SP1,2017,2,2,2.83,3.6,2.8,-12,-11,11,-1,0,0,0,-11,6,0,-1,-11,6,0,0
9443,D1,2017,2,0,3.62,3.9,2.22,1,-8,15,4,0,0,0,-14,1,0,0,1,1,0,0
9444,F1,2017,1,0,2.03,3.25,5,8,1,9,1,0,0,1,-9,6,1,0,4,6,0,0
9445,F1,2017,1,0,1.9,3.52,5.9,9,4,3,-1,0,0,0,-3,-3,0,0,3,-3,0,0
9446,I1,2017,0,2,2.76,3.3,3.04,-4,6,-3,-2,0,0,0,3,3,0,0,-4,3,0,0
9447,D1,2017,1,1,1.25,8,20,22,7,-9,-1,0,0,0,9,0,1,0,21,0,0,0
9448,I1,2017,0,3,3.2,3.46,2.57,0,-4,-6,1,0,0,-1,6,1,-2,0,-4,1,0,0
9449,F1,2017,3,3,2.65,3.3,3.25,-6,2,0,0,0,0,1,0,-1,0,0,-7,-1,0,1
9450,SP1,2017,0,1,2.55,3.35,3.25,-1,2,-7,1,0,0,0,6,-2,-1,0,-3,-2,0,0
9451,D1,2017,1,2,2.2,3.6,3.8,-3,3,2,-1,0,0,0,-1,2,0,-1,-3,2,0,0
9452,D1,2017,2,2,3.17,3.62,2.55,-5,-5,-2,1,0,0,0,2,-1,0,0,-7,-1,0,0
9453,E0,2017,1,2,8,5.2,1.47,-10,-7,2,0,0,0,0,-2,-1,0,0,-11,-1,0,0
9454,F1,2017,1,0,2.93,3.26,2.9,3,2,-2,-5,0,0,-1,2,5,-2,-1,2,5,0,0
9455,D1,2017,1,0,2.52,3.56,3.25,-3,6,0,1,0,0,0,0,-1,-1,0,-3,-1,0,0
9456,SP1,2017,0,0,3.28,3.2,2.64,4,2,2,0,0,0,-1,-3,0,1,0,1,0,0,0
9457,SP1,2017,4,3,8.52,5.2,1.45,3,-3,4,-2,0,0,0,-4,-2,0,0,4,-2,0,1
9458,SP1,2017,2,1,2.78,3.2,3.1,8,5,7,5,1,-1,0,-6,-3,1,0,10,-3,0,0
