league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
I1,2017,2,2,2.82,3.4,2.88,16,4,12,2,0,0,3,19,0,1,0,12,0,0,0,13,4,19,3,0,0,3,12,2,0,0,10,2,0,0
SP1,2017,1,1,3.16,3.41,2.61,16,5,13,1,0,0,3,21,4,1,0,7,4,0,0,10,6,21,5,0,0,3,13,3,0,0,4,3,0,0
I1,2017,2,1,1.79,3.9,5.4,8,2,17,5,0,0,3,16,3,1,0,6,3,0,0,12,4,16,3,0,0,3,17,0,0,0,8,0,0,0
E0,2017,3,1,2.15,3.62,4.25,18,5,7,2,0,0,3,14,2,0,0,11,2,0,1,14,4,14,0,0,0,3,7,1,0,0,12,1,0,0
SP1,2017,3,2,1.72,3.89,6.2,22,9,11,5,0,0,3,20,2,1,0,15,2,0,0,7,2,19,5,1,0,3,11,2,0,0,4,2,1,0
F1,2017,3,1,2.73,3.46,3.05,13,1,9,1,0,0,3,9,1,1,0,9,1,0,0,10,5,9,1,0,0,3,9,10,0,0,9,10,0,0
D1,2017,3,0,3.02,3.26,2.85,12,4,13,2,0,0,3,15,2,0,0,10,2,0,0,11,1,15,3,1,0,3,14,0,1,0,9,0,1,0
D1,2017,1,0,2.72,3.4,3.1,8,4,20,3,0,0,3,10,0,0,0,5,0,0,0,6,5,10,3,0,0,2,20,5,0,0,6,5,0,0
E0,2017,3,2,3.64,3.3,2.4,14,4,10,1,0,0,3,12,3,0,1,9,3,0,0,16,7,12,2,0,0,3,10,3,0,0,11,3,0,0
SP1,2017,1,1,2.79,3.28,3,14,7,10,1,0,0,3,7,3,0,0,11,3,0,0,13,6,7,2,0,0,3,11,2,0,0,9,2,0,0
E0,2017,5,0,1.52,4.7,7.6,21,4,4,0,0,0,3,15,2,1,0,18,2,0,0,1,2,16,3,0,0,3,4,1,0,0,1,1,0,0
F1,2017,1,0,2.54,3.1,3.64,9,2,14,0,0,0,3,10,1,0,0,8,1,0,0,6,3,10,0,0,0,2,14,0,2,0,5,0,0,0
D1,2017,0,3,2.62,3.41,3.04,12,5,8,3,0,1,3,17,0,1,1,7,0,1,0,13,9,17,2,0,0,3,8,2,2,1,8,2,0,0
E0,2017,1,1,1.24,8,17.5,25,8,7,1,0,0,3,14,5,0,0,20,5,0,0,5,2,14,3,0,0,2,7,2,1,0,4,2,0,0
D1,2017,1,1,1.23,9.2,18,22,8,7,0,0,0,3,24,3,0,0,15,3,0,1,5,1,23,2,0,0,3,7,1,1,0,4,1,0,0
E0,2017,1,2,1.65,4.4,6,22,12,12,3,0,0,3,16,1,0,1,18,1,0,0,9,2,17,3,1,0,3,13,2,0,1,8,2,1,0
SP1,2017,2,0,6.1,4.05,1.71,12,6,17,2,0,0,3,18,0,1,2,7,0,0,0,9,6,18,4,0,0,3,17,2,0,2,7,2,0,0
F1,2017,2,1,1.45,5,9.5,24,9,7,1,0,0,3,13,8,0,1,13,8,0,1,10,3,13,3,1,1,3,7,1,0,1,5,1,2,0
SP1,2017,0,1,2.63,3.2,3.35,10,3,17,5,0,0,3,10,1,0,1,8,1,0,0,12,4,10,2,0,0,3,17,2,0,1,6,2,0,0
D1,2017,3,2,1.44,5.3,10.5,12,6,9,0,0,0,3,9,4,1,0,6,4,0,0,6,5,9,1,0,0,3,9,2,0,0,5,2,0,0
F1,2017,1,1,2.73,3.1,3.25,13,6,14,4,0,0,3,7,0,2,1,10,0,0,0,4,2,7,2,0,0,3,14,2,1,1,3,2,0,0
D1,2017,0,2,2.56,3.28,3.36,14,3,12,2,0,1,3,14,0,2,0,10,0,1,0,13,6,14,1,0,0,3,13,0,0,0,10,0,0,0
F1,2017,6,0,1.5,4.61,8.8,16,4,10,0,0,0,3,16,3,0,2,11,3,0,0,8,6,15,1,0,0,3,10,7,0,2,7,7,0,0
F1,2017,2,1,1.81,3.87,5.5,12,4,2,3,0,0,3,10,5,0,0,11,5,0,0,10,7,10,2,0,1,3,2,2,0,0,5,2,1,1
D1,2017,2,5,7.5,4.8,1.52,14,5,13,2,0,0,3,14,4,0,0,10,4,0,0,10,3,13,0,0,0,3,13,4,1,0,8,4,0,0
I1,2017,1,1,1.75,4.11,5.7,18,9,11,0,0,0,3,13,2,1,0,15,2,0,0,7,2,13,2,0,0,3,11,1,2,0,7,1,0,0
E0,2017,1,1,2.08,3.6,4.3,10,6,11,4,0,0,3,9,4,0,0,7,4,0,1,12,4,9,1,0,0,3,11,1,1,0,6,1,0,0
SP1,2017,1,0,2.05,3.85,4.25,16,7,8,1,0,0,2,19,3,2,1,12,3,0,0,13,3,19,4,0,0,3,8,2,0,1,10,2,0,0
F1,2017,3,3,2.75,3.2,3.2,13,6,10,0,0,0,3,17,4,2,0,12,4,0,0,14,3,17,1,0,0,3,10,1,0,0,10,1,0,0
I1,2017,5,1,1.62,4.4,6.5,23,5,14,1,0,0,3,9,1,1,1,15,1,0,0,10,4,9,2,0,1,3,14,3,0,1,6,3,1,0
F1,2017,4,0,1.24,7.4,16,19,9,6,1,0,0,3,9,6,1,0,14,6,0,1,4,2,9,2,0,0,3,6,0,1,0,3,0,0,0
F1,2017,0,0,3.9,3.36,2.3,14,2,15,2,0,0,3,13,4,2,0,10,4,0,0,8,1,13,1,1,0,3,15,0,2,0,4,0,1,0
SP1,2017,2,0,1.66,4.15,6.5,15,10,14,0,0,0,3,11,2,2,0,11,2,0,0,7,1,11,2,0,0,3,14,1,1,0,7,1,0,0
I1,2017,0,4,2.52,3.32,3.32,22,8,14,2,0,0,3,11,3,0,0,16,3,0,0,9,1,11,2,0,0,3,15,2,0,0,8,2,0,0
I1,2017,1,1,1.62,4.5,6.7,20,10,17,3,0,0,3,14,6,1,0,15,6,0,0,17,2,13,2,0,0,3,17,3,0,0,15,3,0,0
I1,2017,1,2,8,3.95,1.63,9,2,18,5,0,0,3,12,1,2,1,7,1,0,0,17,4,11,4,0,0,3,18,3,1,1,11,3,0,0
F1,2017,1,0,3.3,3.4,2.51,12,4,10,2,0,0,3,17,1,1,1,9,1,0,0,4,4,17,3,0,0,1,10,2,0,1,4,2,0,0
I1,2017,3,0,1.31,6.4,13.5,25,18,7,1,0,0,3,9,3,2,1,18,3,0,0,4,4,9,2,0,0,3,7,1,0,1,3,1,0,0
SP1,2017,0,0,2.78,3.35,3.03,6,5,13,1,0,0,2,11,3,0,0,5,3,0,0,4,3,10,2,0,0,3,13,3,0,0,3,3,0,0
E0,2017,1,1,2,3.74,4.4,16,7,10,1,0,0,3,16,7,0,1,12,7,0,1,10,2,16,2,0,0,3,10,1,1,1,7,1,0,0
E0,2017,1,2,1.78,3.75,5.9,5,5,6,0,0,0,3,7,4,2,0,4,4,0,0,11,6,7,2,0,0,2,6,0,1,0,8,0,0,0
SP1,2017,1,2,5,4.55,1.74,15,3,18,4,0,0,3,11,1,0,0,12,1,0,0,14,5,11,6,0,0,2,18,0,1,0,13,0,0,0
E0,2017,2,1,6,4,1.72,6,1,11,0,0,0,3,15,1,1,1,5,1,0,0,19,10,15,5,0,0,3,11,1,0,1,15,1,0,0
D1,2017,3,1,1.61,4.5,6.4,24,3,12,2,0,0,3,13,4,0,1,13,4,0,0,8,6,13,3,0,0,2,12,1,1,1,6,1,0,0
SP1,2017,2,1,2.43,3.6,3.25,7,4,14,6,0,0,3,14,2,2,1,6,2,0,0,13,3,11,1,0,0,2,16,1,1,1,9,1,0,0
I1,2017,1,1,1.99,3.58,4.6,16,3,14,2,0,0,3,12,3,1,0,9,3,0,0,10,1,12,1,0,0,3,14,1,0,0,8,1,0,0
E0,2017,1,3,5.8,4.2,1.73,6,2,9,0,0,0,3,16,0,0,0,3,0,0,0,9,0,15,2,0,0,3,9,1,0,0,7,1,0,0
I1,2017,1,2,5.5,3.85,1.83,15,6,22,2,0,0,3,14,2,0,0,10,2,0,0,12,5,14,1,0,0,3,23,3,0,0,5,3,0,0
I1,2017,3,0,1.27,7.3,14,22,3,18,1,0,0,3,8,0,0,0,18,0,0,0,13,6,8,0,0,0,3,18,2,1,0,11,2,0,0
E0,2017,6,1,1.29,6.4,13.5,28,6,13,1,0,0,3,10,1,1,0,23,1,0,0,11,3,10,2,0,0,3,13,2,0,0,7,2,0,0
I1,2017,0,3,2.74,3.26,3.03,15,3,10,4,0,0,3,19,0,0,0,10,0,0,0,15,7,18,2,0,0,3,10,1,0,0,12,1,0,0
D1,2017,3,1,1.64,4.15,6.52,15,3,12,0,0,0,3,12,1,1,0,14,1,0,0,11,6,12,3,0,0,3,12,2,0,0,4,2,0,0
SP1,2017,3,0,1.11,14,31,17,2,6,3,0,0,3,19,3,0,0,12,3,0,0,7,2,19,5,0,0,3,7,2,1,0,5,2,0,0
D1,2017,2,3,2.41,3.47,3.35,12,6,12,1,0,0,3,14,4,1,1,7,4,0,0,12,9,14,3,0,0,3,12,3,0,1,11,3,0,1
SP1,2017,2,0,2.4,3.66,3.22,10,4,21,0,0,0,3,10,7,1,0,7,7,0,0,9,5,9,1,0,0,3,21,3,0,0,8,3,0,0
F1,2017,0,1,3.3,3.38,2.62,14,5,15,3,1,0,3,14,1,0,0,9,1,1,0,17,5,14,3,0,0,2,15,2,1,0,11,2,0,0
F1,2017,0,3,4.25,3.8,2.04,15,2,15,0,0,0,3,12,6,0,0,13,6,0,0,11,4,12,1,0,0,3,15,2,0,0,6,2,0,0
E0,2017,2,1,3.05,3.4,2.65,10,4,11,2,0,0,2,18,1,0,1,10,1,0,0,10,6,18,3,0,0,3,11,0,0,1,7,0,0,0
F1,2017,1,1,2.46,3.1,3.75,11,6,7,2,0,0,3,12,3,1,0,8,3,0,0,7,2,11,2,0,2,3,8,2,1,0,4,2,2,0
E0,2017,0,1,2.25,3.55,3.84,13,3,17,3,0,0,3,9,2,0,1,11,2,0,0,9,4,9,3,0,0,2,17,3,0,1,7,3,0,0
E0,2017,1,1,1.61,4.5,6.5,14,9,12,5,0,0,3,12,1,0,1,8,1,0,0,5,3,12,2,0,0,2,12,4,0,1,3,4,0,0
E0,2017,1,1,2.54,3.3,3.34,12,10,13,3,0,0,3,9,3,1,0,9,3,0,0,5,3,9,3,0,0,3,13,0,2,0,3,0,0,0
F1,2017,1,1,3,3.22,2.83,17,5,14,2,0,0,2,13,1,1,0,7,1,0,1,11,6,13,0,0,0,2,14,2,1,0,7,2,0,0
D1,2017,0,1,3.1,3.22,2.74,18,8,19,1,0,0,3,15,0,0,0,9,0,0,0,15,11,15,4,0,0,3,19,0,0,0,11,0,0,0
D1,2017,1,0,3.66,3.62,2.22,11,3,13,3,0,0,3,13,0,1,0,8,0,0,0,18,9,13,2,0,0,3,13,4,1,0,15,4,0,0
I1,2017,3,0,1.19,8.7,26,14,5,10,0,0,0,3,13,0,0,0,12,0,0,0,9,1,13,2,0,0,3,11,1,2,0,6,1,0,0
I1,2017,1,0,2.04,3.55,4.47,12,5,16,3,0,0,3,18,4,1,0,11,4,0,0,11,9,17,3,0,0,3,16,1,0,0,8,1,0,0
E0,2017,0,0,3.3,3.55,2.44,3,1,7,1,0,0,3,10,2,1,0,2,2,0,0,15,8,9,1,0,0,2,7,2,1,0,13,2,0,0
D1,2017,0,0,2.7,3.26,3.25,9,4,14,3,0,0,3,15,3,0,0,8,3,0,0,10,3,15,1,0,0,2,14,0,1,0,6,0,0,0
D1,2017,1,2,2.13,3.52,4.25,20,7,6,1,0,0,3,21,1,1,0,16,1,0,0,11,3,20,5,0,0,3,6,6,1,0,7,6,0,0
F1,2017,2,0,1.24,7.26,17.2,10,4,9,0,0,0,3,8,2,0,1,6,2,0,0,12,5,8,1,0,0,3,9,3,0,1,9,3,0,0
E0,2017,1,2,7.4,5.3,1.5,9,2,12,1,0,0,3,14,1,0,0,4,1,0,0,10,7,14,2,0,0,3,12,1,1,0,8,1,0,0
SP1,2017,0,3,2.6,3.5,3.34,16,8,19,4,0,0,2,12,3,1,1,10,3,0,0,12,6,12,2,0,0,3,19,2,2,1,8,2,0,0
I1,2017,1,2,5.7,4.3,1.76,7,4,8,1,0,0,3,7,1,0,0,6,1,0,0,10,6,7,0,0,0,3,9,2,0,0,7,2,0,0
E0,2017,3,2,1.63,4.6,7,14,4,12,3,0,0,3,15,2,0,2,6,2,0,0,11,5,15,3,1,0,3,12,6,0,2,8,6,1,0
F1,2017,1,2,1.58,4.35,7.8,15,3,10,0,0,0,3,14,0,2,1,10,0,0,0,4,0,14,1,0,0,3,10,4,0,1,3,4,0,0
E0,2017,3,0,2.32,3.4,3.75,11,3,9,2,1,0,2,7,1,0,0,9,1,1,0,17,8,7,0,0,0,2,9,1,1,0,12,1,0,0
SP1,2017,0,0,1.22,8.1,17,28,14,12,0,0,0,3,12,5,1,0,20,5,0,0,4,1,12,2,0,2,3,12,1,0,0,2,1,2,0
D1,2017,0,1,2.55,3.44,3.1,8,3,17,2,0,0,3,15,3,0,0,5,3,0,0,19,5,15,2,0,0,3,17,0,1,0,15,0,0,0
D1,2017,4,2,2.12,3.64,3.95,11,3,21,4,0,0,3,19,4,0,1,8,4,0,0,24,5,19,3,0,0,3,21,0,1,1,16,0,0,0
F1,2017,1,0,2.17,3.45,4.1,13,7,16,1,0,0,3,22,0,0,1,9,0,0,0,12,8,22,3,0,0,3,16,1,0,0,10,1,0,0
SP1,2017,1,0,2.26,3.4,3.98,12,7,11,2,0,0,3,13,1,0,0,9,1,0,0,6,0,11,5,0,2,3,11,2,0,0,5,2,2,0
SP1,2017,2,3,3.44,3.54,2.38,4,3,15,3,0,0,3,12,2,0,0,4,2,0,0,19,14,12,2,0,0,3,15,2,0,0,10,2,0,0
SP1,2017,1,3,3.82,3.5,2.2,4,3,17,2,0,0,3,9,2,0,0,4,2,0,0,20,5,8,1,0,0,3,17,4,0,0,18,4,0,0
D1,2017,2,2,1.53,4.82,7.2,18,8,11,1,0,0,3,22,2,1,0,11,2,0,0,14,6,22,2,0,0,3,11,2,3,0,12,2,0,0
I1,2017,3,1,1.77,4,5.4,17,3,14,1,0,0,3,18,2,0,1,12,2,0,0,12,5,18,3,0,1,3,14,3,1,1,10,3,1,0
F1,2017,1,1,2.63,3.3,3.15,15,7,11,2,0,0,3,15,0,0,1,11,0,0,0,8,2,15,1,0,0,3,12,1,1,1,5,1,0,0
D1,2017,1,2,2.72,3.54,2.9,14,3,22,1,0,0,3,17,1,1,0,10,1,0,0,19,6,17,2,0,0,3,22,3,1,0,12,3,0,0
SP1,2017,0,1,2.85,3.1,3.1,10,2,18,5,0,0,3,13,1,1,1,10,1,0,0,10,5,13,2,0,0,3,18,1,1,0,5,1,0,0
I1,2017,3,2,2.28,3.45,3.6,21,9,15,4,0,0,3,15,3,2,1,10,3,0,0,11,1,15,3,0,0,3,15,3,1,1,9,3,0,0
SP1,2017,1,0,2.26,3.4,3.98,12,6,12,0,0,0,3,15,4,1,0,8,4,0,0,6,5,15,2,0,0,3,12,1,2,0,5,1,0,0
I1,2017,3,1,1.98,3.55,4.9,8,4,15,1,0,0,3,15,6,0,0,2,6,0,0,8,6,15,1,0,0,3,15,4,0,0,7,4,0,0
E0,2017,0,1,7.8,4.72,1.53,12,2,12,2,0,0,3,10,0,1,0,7,0,0,0,13,3,9,3,0,0,3,12,1,0,0,10,1,0,0
I1,2017,2,2,3,3.25,2.9,10,1,14,2,0,0,3,14,3,1,0,8,3,0,0,22,8,14,4,0,0,3,15,1,0,0,20,1,0,0
F1,2017,0,1,2.32,3.34,3.8,8,1,11,2,0,0,3,8,3,1,0,5,3,0,0,15,4,8,1,0,0,3,11,1,1,0,12,1,0,0
I1,2017,0,4,4.2,3.56,2.1,13,5,6,1,0,0,3,12,5,0,1,10,5,0,0,24,4,12,3,0,0,3,6,1,0,1,17,1,0,0
SP1,2017,1,1,1.44,5.3,9.3,14,11,7,1,0,0,2,18,10,0,0,13,10,0,0,9,2,18,5,0,0,3,7,0,0,0,8,0,0,0
I1,2017,2,1,3.92,3.75,2.08,21,10,12,1,0,0,3,13,3,2,2,15,3,0,0,9,6,13,2,0,0,3,12,2,0,1,7,2,0,0
I1,2017,0,2,5.3,3.88,1.83,15,6,9,1,0,0,3,6,3,1,0,10,3,0,0,17,5,5,1,0,0,3,10,2,0,0,12,2,0,0
F1,2017,1,0,1.85,3.9,5.2,14,8,18,2,0,0,3,15,0,0,0,10,0,0,0,3,2,15,1,0,0,3,18,2,1,0,2,2,0,0
SP1,2017,2,0,2.06,3.5,5.1,15,3,13,2,0,0,3,17,6,0,0,12,6,0,0,5,2,15,3,0,0,3,13,1,0,0,3,1,0,0
E0,2017,4,0,1.95,3.45,5,16,4,11,0,0,0,3,12,2,0,0,11,2,0,0,5,3,12,0,0,0,3,12,3,0,0,4,3,0,0
F1,2017,1,0,2.52,3.3,3.38,11,4,13,2,0,0,3,18,6,0,0,9,6,0,0,12,4,17,2,0,1,3,14,1,1,0,10,1,1,0
D1,2017,1,4,4.15,3.7,2.03,9,4,10,2,0,0,3,13,1,0,0,4,1,0,0,16,5,12,3,0,0,3,10,5,3,0,15,5,0,0
SP1,2017,3,1,2.17,3.42,4.5,16,5,8,0,0,0,3,6,3,1,0,13,3,0,0,7,1,6,1,0,1,3,10,4,1,0,4,4,1,0
I1,2017,1,4,3.7,3.35,2.33,15,2,11,2,0,0,3,17,1,0,0,13,1,0,0,17,6,17,3,0,0,3,11,5,0,0,16,5,0,1
E0,2017,1,1,2.96,3.15,2.87,10,2,7,3,0,0,3,10,1,0,0,7,1,0,0,11,6,10,2,0,0,3,7,0,0,0,9,0,0,0
D1,2017,2,1,5.4,4.3,1.73,12,4,17,4,0,0,3,12,3,0,0,9,3,0,0,12,5,11,3,0,0,3,17,5,1,0,9,5,0,0
E0,2017,2,1,1.76,4,5.8,9,3,13,2,0,0,3,16,3,0,0,7,3,0,0,12,8,16,1,0,0,3,13,3,0,0,10,3,0,0
SP1,2017,4,3,1.97,3.79,4.75,10,2,14,3,0,0,3,10,1,0,2,6,1,0,0,24,5,10,1,0,0,3,14,3,2,2,13,3,0,0
D1,2017,2,2,2.48,3.63,3.24,17,5,17,2,0,0,2,9,3,0,0,11,3,0,0,12,3,9,3,0,0,3,17,1,3,0,8,1,0,0
SP1,2017,2,1,1.11,13.75,29.2,19,5,8,1,0,0,3,17,2,0,2,16,2,0,0,9,6,17,3,0,0,3,8,0,0,2,5,0,0,0
E0,2017,1,2,15,7.8,1.28,10,5,7,2,0,0,3,14,4,1,0,7,4,0,0,21,8,14,3,0,0,3,7,3,1,0,18,3,0,0
SP1,2017,3,0,2.04,3.3,4.9,8,3,19,1,0,0,3,16,1,0,0,6,1,0,0,8,4,14,2,0,0,3,19,1,0,0,4,1,0,0
D1,2017,0,0,1.91,3.55,5.2,18,3,13,2,0,0,3,15,0,0,0,14,0,0,0,13,5,15,3,0,0,3,13,1,0,0,8,1,0,0
E0,2017,2,0,1.19,9.2,18,27,9,4,1,0,0,3,8,0,0,1,20,0,0,0,6,4,8,3,0,0,2,5,1,0,1,3,1,0,0
F1,2017,3,3,2.64,3.38,3.1,11,6,8,2,0,0,3,18,3,1,1,11,3,0,0,10,3,18,2,0,0,2,8,0,0,1,6,0,0,0
F1,2017,0,0,1.91,3.7,4.84,12,5,5,2,0,1,1,16,0,0,0,10,0,1,0,5,0,16,3,0,0,3,5,5,0,0,4,5,0,0
E0,2017,5,4,2.78,3.4,2.93,18,10,12,4,0,0,3,24,2,0,0,9,2,0,0,13,6,24,5,0,0,3,12,0,0,0,11,0,0,1
F1,2017,1,1,2.47,3.25,3.54,18,5,11,0,0,0,2,16,1,0,0,15,1,0,0,11,2,16,2,0,0,3,11,1,1,0,9,1,0,0
D1,2017,1,1,1.94,4.1,4.3,16,2,6,0,0,0,3,17,4,1,0,14,4,0,0,15,6,17,2,0,0,3,7,2,0,0,11,2,0,0
F1,2017,0,0,2.58,3.04,3.6,8,4,22,1,0,0,3,9,2,0,0,6,2,0,0,9,3,9,2,0,0,3,22,2,2,0,5,2,0,0
F1,2017,3,2,1.66,4.07,6.5,14,6,14,0,0,0,3,14,3,0,0,10,3,0,0,9,4,14,2,0,0,3,14,1,0,0,7,1,0,0
D1,2017,2,1,1.31,6.4,12.5,13,6,8,0,0,0,3,11,3,0,0,11,3,0,0,13,3,11,0,0,0,2,8,1,0,0,9,1,0,0
I1,2017,2,1,1.79,3.8,5.8,16,10,13,2,0,0,3,10,1,0,0,14,1,0,0,10,2,10,1,0,1,3,13,3,0,0,9,3,1,0
F1,2017,4,0,1.73,4,6.2,15,3,5,1,0,0,3,7,0,0,0,10,0,0,0,9,4,7,2,0,0,3,5,1,2,0,7,1,0,0
SP1,2017,2,1,1.8,4.1,5.2,7,3,19,0,0,0,3,14,9,0,0,5,9,0,1,10,6,14,1,0,0,3,19,2,0,0,4,2,0,0
E0,2017,2,2,1.96,3.55,4.9,11,2,15,4,0,0,3,10,3,0,1,7,3,0,0,6,3,10,4,0,0,2,15,1,0,2,6,1,0,0
D1,2017,1,1,3.08,3.35,2.65,20,4,12,2,0,0,3,17,2,0,1,14,2,0,0,11,5,17,1,0,0,3,12,0,1,1,6,0,0,0
D1,2017,3,1,1.4,5.1,10.5,20,5,8,0,0,0,3,11,2,0,1,17,2,0,0,9,6,11,2,0,0,3,8,3,1,1,7,3,0,0
SP1,2017,3,1,1.67,4.05,6.5,16,5,4,0,0,0,3,15,6,0,0,14,6,0,0,7,0,15,3,0,0,3,4,2,0,0,6,2,0,0
SP1,2017,0,3,13,5.3,1.37,11,7,9,2,0,0,3,5,1,0,1,8,1,0,0,7,4,5,2,0,0,3,9,2,0,1,6,2,0,0
E0,2017,3,1,1.38,5.8,10.1,16,3,11,3,0,0,3,13,1,0,1,14,1,0,0,9,10,13,5,0,0,3,11,4,0,1,7,4,0,0
I1,2017,1,1,3.26,3.5,2.6,9,2,15,3,0,0,3,14,5,1,0,8,5,0,0,15,6,14,0,0,0,3,16,2,1,0,11,2,0,0
F1,2017,1,1,1.68,3.94,6.8,12,5,10,0,0,0,0,15,5,0,0,8,5,0,0,11,4,15,3,0,0,3,10,1,0,0,7,1,0,0
F1,2017,1,2,4.15,3.6,2.15,14,5,6,1,0,0,3,16,0,0,1,9,0,0,0,11,8,16,6,0,0,3,7,2,1,1,7,2,0,0
D1,2017,2,1,2.01,3.56,4.6,16,5,12,2,1,0,3,19,2,0,0,9,2,1,0,9,3,19,1,1,0,3,12,3,4,0,3,3,1,0
F1,2017,1,2,2.79,2.98,3.4,14,6,21,3,0,0,3,10,0,0,1,7,0,0,0,8,5,10,3,0,1,3,21,5,0,1,7,5,1,0
I1,2017,3,1,7.13,3.88,1.7,13,3,26,3,0,0,3,8,1,0,0,7,1,0,1,12,6,8,2,0,0,3,26,1,0,0,9,1,0,0
I1,2017,0,2,3.34,3.24,2.61,9,6,15,5,0,0,3,11,0,0,0,6,0,0,0,14,9,11,2,0,0,3,15,2,1,0,12,2,0,0
E0,2017,1,0,2.22,3.5,3.9,17,5,11,0,0,0,3,15,0,0,0,13,0,0,0,13,2,15,1,0,0,3,11,0,0,0,12,0,0,0
SP1,2017,1,1,6.9,5.4,1.52,17,8,14,2,0,0,3,11,4,2,0,12,4,0,0,10,6,11,4,0,0,1,14,6,0,0,4,6,0,0
E0,2017,0,1,2.38,3.4,3.75,11,3,22,4,1,0,3,13,1,1,0,9,1,1,0,15,3,13,0,0,0,1,23,6,1,0,10,6,0,1
I1,2017,3,2,1.23,8.5,17.5,14,8,17,3,0,0,3,19,3,3,1,11,3,0,0,14,7,18,3,0,0,3,17,1,1,1,10,1,0,0
I1,2017,0,1,5.7,4,1.76,17,4,15,3,0,1,3,18,3,0,0,13,3,1,0,18,5,18,1,0,0,3,15,1,0,0,14,1,0,0
E0,2017,1,1,1.38,5.7,9.8,17,8,14,3,0,0,3,16,4,1,0,14,4,0,0,6,4,16,1,0,0,3,14,2,0,0,5,2,0,0
SP1,2017,0,2,1.57,4.1,8.4,22,12,11,2,0,0,3,19,0,0,0,17,0,0,0,10,1,19,3,0,0,3,11,2,0,0,8,2,0,0
I1,2017,2,1,2.56,3.3,3.34,7,3,15,4,0,0,3,17,3,1,1,6,3,0,0,20,4,17,3,0,0,3,15,0,1,1,13,0,0,0
I1,2017,4,2,2.2,3.64,3.8,22,7,28,5,0,0,3,15,1,0,0,18,1,0,0,12,2,15,3,0,1,3,28,3,0,0,9,3,1,0
SP1,2017,3,1,2.96,3.36,2.77,10,5,17,3,0,0,3,19,2,1,1,9,2,0,0,10,3,18,5,1,0,3,17,2,2,0,5,2,1,0
I1,2017,1,1,1.34,5.9,12,19,9,13,3,0,0,3,11,4,1,0,16,4,0,0,4,3,11,4,0,0,3,13,5,1,0,3,5,0,0
F1,2017,2,1,2.8,3.32,2.9,10,2,12,1,0,0,3,10,3,2,0,8,3,0,0,15,3,9,1,0,0,3,13,4,1,0,8,4,0,0
F1,2017,4,2,1.88,3.58,5.98,19,3,8,0,0,0,3,11,0,0,0,14,0,0,0,13,2,11,1,0,0,3,8,1,1,0,8,1,0,0
F1,2017,1,1,5.7,4.26,1.71,11,6,6,2,0,0,3,10,5,1,0,10,5,0,0,9,4,9,0,0,0,3,6,3,2,0,6,3,0,0
F1,2017,1,1,3.26,3.14,2.67,13,6,7,2,0,1,3,13,2,0,0,9,2,1,0,8,4,13,4,0,0,3,7,8,0,0,7,8,0,0
F1,2017,4,0,2.18,3.36,4.2,17,6,15,5,0,0,3,14,1,1,0,11,1,0,0,8,3,14,3,1,0,3,15,2,0,0,6,2,1,0
F1,2017,0,1,2.68,3.34,3.1,11,8,17,2,0,0,3,16,4,1,0,9,4,0,0,12,3,16,1,0,0,3,17,2,0,0,11,2,0,0
F1,2017,1,0,2.41,3.32,3.7,5,1,14,2,0,0,3,10,4,0,0,3,4,0,0,11,6,10,3,0,0,3,14,5,2,0,8,5,0,0
F1,2017,2,0,1.25,6.8,17,14,10,12,2,0,0,3,6,9,0,1,13,9,0,0,14,4,6,1,0,0,3,12,3,1,1,7,3,0,0
F1,2017,0,0,2.22,3.32,4.1,7,2,5,0,0,0,3,11,3,0,0,6,3,0,0,13,2,11,1,0,0,3,5,3,1,0,12,3,0,0
F1,2017,0,6,4,3.47,2.15,12,5,10,1,0,0,3,9,3,0,1,7,3,0,0,20,10,8,1,0,0,3,10,0,2,1,14,0,0,0
D1,2017,1,3,12.8,7,1.29,9,1,11,3,0,0,3,12,6,1,0,5,6,0,0,15,5,12,2,0,0,3,11,3,1,0,13,3,0,0
I1,2017,3,0,1.87,4.05,4.95,19,5,7,2,0,0,3,12,1,0,0,17,1,0,0,18,7,12,3,0,0,3,7,4,0,0,11,4,0,0
F1,2017,3,3,2.25,3.46,3.84,16,6,13,4,0,0,3,15,0,1,0,11,0,0,0,14,1,15,3,1,0,3,14,0,1,0,11,0,1,1
E0,2017,3,0,3.8,3.5,2.26,9,4,11,3,0,0,3,13,0,0,0,5,0,0,0,17,9,13,1,0,0,3,11,0,0,0,12,0,0,0
D1,2017,2,1,2.01,3.66,4.3,15,8,15,1,0,0,3,18,4,1,1,12,4,0,1,11,5,18,5,0,0,3,15,5,1,1,6,5,0,0
