league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
I1,2012,1,2,1.77,4.03,7.14,16,5,11,0,0,1,3,14,5,1,0,10,5,1,0,10,4,14,5,0,0,3,12,1,1,0,9,1,0,0
D1,2012,1,2,2.84,3.64,2.9,10,2,20,3,0,1,3,18,6,1,2,8,6,1,0,13,5,15,3,0,0,3,20,9,0,0,8,9,1,0
I1,2012,2,0,1.68,3.7,7.4,15,11,19,1,0,0,3,12,4,2,0,13,4,0,0,14,1,12,1,0,0,3,19,2,0,0,8,2,0,0
F1,2012,1,0,1.37,5.4,14.16,12,4,12,3,0,0,3,17,1,2,0,10,1,0,0,15,6,17,3,0,0,2,12,3,1,0,12,3,0,0
I1,2012,2,2,1.89,3.55,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,4,0,1.53,4.5,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,0,0,2.54,3.34,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,1,2,3.8,3.83,2.08,18,6,18,3,0,0,3,21,1,0,0,10,1,0,0,12,5,20,4,0,0,3,19,1,0,0,9,1,0,0
E0,2012,3,1,1.53,4.4,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,1,1,1.95,3.55,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,0,1,3.15,3.45,2.54,6,4,19,2,0,0,3,12,4,1,0,4,4,0,0,9,7,12,1,0,0,3,20,3,0,0,7,3,0,1
E0,2012,3,0,2.86,3.35,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,1,0,1.56,4.41,7.2,15,7,20,3,0,0,3,8,0,0,0,14,0,0,0,10,1,8,2,0,0,3,20,4,1,0,7,4,0,0
F1,2012,3,0,2.02,3.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,0,1,3.65,3.5,2.25,16,6,12,1,0,0,3,19,0,0,0,9,0,0,0,11,6,18,5,0,0,3,13,1,0,0,8,1,0,0
F1,2012,4,0,1.79,3.55,6,14,5,20,3,0,0,3,15,2,1,0,10,2,0,0,7,4,14,4,0,0,3,19,1,1,0,4,1,1,0
D1,2012,1,1,2.74,3.75,2.7,22,12,15,1,0,0,3,10,3,2,0,12,3,0,0,2,0,10,1,0,1,3,15,0,1,0,2,0,1,0
I1,2012,0,0,1.97,3.76,4.42,18,5,12,1,0,0,3,15,0,0,0,12,0,0,0,12,6,15,1,0,0,3,12,1,0,0,9,1,0,0
I1,2012,2,1,1.68,3.8,7,17,4,20,2,0,0,3,17,4,1,0,12,4,0,0,7,5,18,3,0,0,3,22,6,0,0,4,6,0,0
SP1,2012,8,0,1.1,13,35,18,8,7,1,0,0,3,14,7,1,0,15,7,0,1,7,3,13,6,0,0,3,7,1,1,0,6,1,0,0
E0,2012,0,3,2.2,3.4,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,1,0,2.82,3.4,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,2,2,1.46,4.59,9.6,14,9,9,3,0,0,3,13,3,0,0,10,3,1,0,9,3,13,3,0,0,3,8,1,2,1,6,1,0,0
E0,2012,1,2,1.88,3.75,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,1,4,1.41,5.43,9.4,17,5,13,1,0,1,3,13,6,1,0,14,6,1,0,9,0,13,4,0,0,3,14,3,0,0,6,3,0,0
D1,2012,3,1,1.97,3.95,4.13,14,4,14,3,0,0,3,15,3,0,0,11,3,0,0,10,6,15,1,0,1,3,15,5,0,0,7,5,1,0
F1,2012,3,2,2.58,3.17,3.35,23,6,19,3,0,0,2,18,3,2,0,11,3,0,0,8,1,17,1,0,1,3,21,0,2,2,5,0,1,0
F1,2012,3,0,2.06,3.3,4.7,7,6,8,1,0,0,3,12,4,2,0,7,4,0,0,15,9,12,2,0,0,3,9,1,1,0,10,1,0,0
D1,2012,0,1,2.6,3.65,2.88,5,2,17,2,0,0,3,13,6,3,0,3,6,0,0,12,8,13,3,0,0,3,19,2,2,0,9,2,0,0
F1,2012,2,2,3.1,3.08,2.84,14,4,21,3,0,1,2,23,1,2,0,9,1,1,0,13,2,21,4,0,0,3,20,3,1,0,8,3,0,0
E0,2012,4,3,4,3.7,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,3,1,2.96,3.51,2.62,15,5,13,0,0,0,3,19,1,0,0,8,1,0,1,12,3,19,2,0,0,3,13,5,1,0,10,5,0,0
D1,2012,2,2,1.59,4.37,7,19,3,12,2,0,0,1,21,1,0,0,14,1,0,0,7,2,21,4,0,1,3,12,1,0,0,6,1,1,0
F1,2012,1,1,1.9,3.47,5.3,10,4,20,3,0,0,3,15,3,0,0,9,3,0,0,10,5,14,3,0,0,3,22,3,0,0,4,3,0,0
I1,2012,0,2,2,3.35,4.8,12,8,13,3,0,0,3,14,3,1,0,8,3,0,0,17,3,13,2,0,0,3,12,2,0,0,14,2,0,0
F1,2012,2,2,4.3,3.35,2.1,17,4,23,4,0,0,3,6,2,1,1,11,2,0,0,15,8,6,1,0,0,3,23,5,4,0,11,5,0,0
SP1,2012,2,1,2.44,3.3,3.4,12,3,22,2,0,0,3,10,2,0,1,11,2,0,0,14,4,10,6,0,0,3,23,1,1,0,10,1,1,0
D1,2012,0,2,4.76,3.95,1.85,7,2,15,1,0,0,3,16,2,0,0,5,2,0,0,18,5,16,1,0,0,2,16,1,2,0,15,1,0,0
I1,2012,2,0,2.31,3.29,3.75,9,4,10,1,0,0,3,15,5,0,0,5,5,0,0,12,3,15,4,0,0,3,11,2,0,1,11,2,0,0
E0,2012,4,0,2.94,3.43,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,3,1,2.06,3.61,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,4,0,2.48,3.25,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,2,2,5.3,3.85,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,2,1,2.34,3.2,3.9,12,0,18,3,0,0,3,12,1,2,0,7,1,1,0,10,2,10,3,0,0,3,19,7,1,0,5,7,0,0
SP1,2012,0,1,1.98,3.65,4.4,7,5,18,3,0,0,3,13,3,1,0,6,3,0,0,9,8,13,5,0,0,3,19,6,1,0,7,6,0,0
D1,2012,2,1,4.59,4.04,1.9,13,7,12,1,0,1,3,8,3,1,0,9,3,1,0,13,3,8,0,0,0,3,12,5,0,0,8,5,0,0
I1,2012,3,1,2.6,3.3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,1,0,2.27,3.52,3.6,8,1,12,4,0,0,3,9,2,2,0,6,2,0,0,11,8,9,3,0,0,3,13,2,1,0,7,2,0,0
F1,2012,2,0,2.4,3.3,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,1,2,1.95,3.4,5,12,6,13,1,0,0,3,15,3,1,0,9,3,0,0,11,2,13,2,0,0,3,13,7,1,0,9,7,0,0
SP1,2012,2,3,2.04,3.5,4.4,17,9,12,5,0,0,3,18,2,0,1,12,2,1,0,17,1,17,6,0,1,3,13,0,0,1,11,0,1,0
F1,2012,1,1,1.74,3.6,6.6,15,6,7,3,0,0,3,19,1,2,1,10,1,0,0,10,2,19,4,0,0,3,7,2,1,0,6,2,0,0
I1,2012,0,1,4.2,3.15,2.24,5,1,12,2,0,0,3,16,2,3,0,3,2,0,0,12,5,16,0,0,0,3,12,2,0,0,8,2,0,0
SP1,2012,4,0,1.46,4.9,8.6,17,5,14,3,0,0,3,16,4,2,0,14,4,0,0,4,4,14,2,0,0,3,14,2,0,1,3,2,0,0
SP1,2012,1,0,13,6.5,1.3,11,3,20,8,0,0,3,16,1,0,0,9,1,0,0,14,6,16,5,0,0,3,20,1,0,0,10,1,1,0
I1,2012,1,0,1.88,3.57,5.3,12,9,14,5,0,0,3,12,5,2,1,8,5,0,0,4,1,12,1,0,0,3,15,2,0,0,2,2,0,0
SP1,2012,1,0,2.1,3.7,3.9,14,5,14,5,0,0,3,14,1,1,0,9,1,0,0,15,4,12,2,0,0,3,15,1,1,0,10,1,0,0
SP1,2012,2,0,1.75,3.95,5.8,13,3,8,0,0,0,3,13,4,0,0,11,4,0,0,9,2,13,3,0,0,2,9,2,1,0,7,2,0,0
SP1,2012,0,0,2.88,3.5,2.69,15,5,15,3,0,0,3,15,8,1,0,6,8,0,0,11,3,14,2,0,0,3,16,0,0,0,8,0,0,0
F1,2012,1,1,2.88,3.25,2.84,12,3,27,3,0,0,2,20,1,0,1,8,1,0,0,12,8,19,3,0,0,3,26,2,0,1,6,2,0,0
I1,2012,3,1,5.5,3.5,1.89,13,5,9,1,0,0,3,12,3,0,1,8,3,0,0,12,5,12,4,0,1,3,10,3,0,0,10,3,1,0
SP1,2012,2,2,8.19,5,1.47,10,4,13,4,0,1,3,4,2,0,0,6,2,1,1,10,3,4,1,0,0,3,14,12,1,0,8,12,0,0
I1,2012,3,0,1.96,3.42,5,17,6,14,2,0,0,3,15,3,0,0,12,3,0,0,13,5,15,1,0,0,3,15,3,0,0,10,3,0,0
F1,2012,1,1,2.06,3.3,4.59,9,5,4,2,0,0,3,15,3,1,0,5,3,0,0,12,1,15,3,0,0,3,4,4,3,0,6,4,0,0
F1,2012,1,1,2.64,3.07,3.35,13,7,10,2,0,0,3,18,1,0,0,8,1,0,0,5,0,18,2,0,0,3,10,2,0,0,3,2,0,0
I1,2012,3,2,2.25,3.3,3.9,10,1,14,4,0,0,3,13,3,1,0,6,3,0,0,14,5,12,2,0,0,3,13,1,0,0,9,1,0,0
SP1,2012,4,0,1.42,5.09,9.6,20,11,16,2,0,0,3,17,4,0,0,16,4,0,1,3,2,16,4,0,0,3,18,0,1,0,2,0,0,0
I1,2012,1,2,3.55,3.36,2.35,9,5,11,3,0,0,3,13,3,0,1,3,3,0,0,11,4,12,1,0,0,3,11,8,0,0,8,8,0,0
F1,2012,1,3,4.19,3.41,2.12,16,10,18,3,0,0,3,16,7,0,0,13,7,0,0,7,2,16,5,0,0,3,17,1,2,0,3,1,1,0
I1,2012,1,1,1.72,3.8,6.49,24,2,13,3,0,0,3,14,1,0,0,18,1,0,0,10,3,14,1,0,0,2,13,4,1,0,7,4,0,0
SP1,2012,0,0,17.72,8.6,1.2,5,2,17,5,0,0,3,18,2,2,0,3,2,0,0,16,10,18,3,0,0,3,18,2,0,0,10,2,0,0
I1,2012,1,1,1.32,5.58,14.2,18,12,16,5,0,0,3,19,5,0,0,14,5,1,0,13,5,19,5,0,0,3,16,1,0,0,9,1,0,0
F1,2012,2,0,1.44,4.9,10.3,24,5,18,3,0,0,3,20,2,0,0,22,2,0,0,5,1,19,6,0,0,3,18,6,1,0,3,6,1,0
SP1,2012,1,0,1.68,4.09,6.2,13,6,12,1,0,0,3,19,2,4,0,4,2,0,0,8,6,19,3,0,0,3,12,3,0,0,7,3,0,0
I1,2012,1,0,3.2,3.1,2.74,11,4,15,2,0,0,3,4,4,0,0,8,4,0,0,10,3,4,2,0,0,3,15,1,1,0,7,1,0,0
F1,2012,2,1,1.44,4.7,10,12,6,12,4,0,0,3,11,1,0,2,8,1,1,0,12,4,11,4,0,0,3,13,1,0,1,6,1,1,0
SP1,2012,1,2,2.25,3.31,3.92,14,7,13,2,0,1,3,10,1,0,0,10,1,1,0,9,4,10,2,0,0,3,15,2,0,1,7,2,0,0
I1,2012,3,0,1.72,3.7,6.73,19,5,9,0,0,0,3,17,0,0,0,14,0,0,0,7,5,17,4,0,0,3,12,3,0,0,6,3,0,0
F1,2012,1,1,2.7,3.05,3.2,5,1,12,1,0,0,3,19,2,2,0,3,2,0,0,13,9,19,3,0,0,3,12,0,3,0,6,0,1,0
F1,2012,2,6,2.5,3.39,3.25,8,6,10,1,0,0,3,15,0,0,2,6,0,0,0,19,2,15,2,0,0,3,10,1,1,0,14,1,0,0
F1,2012,1,0,2.6,3.15,3.25,20,8,16,2,0,0,3,12,3,0,1,14,3,0,0,11,3,11,2,0,1,3,16,0,1,0,6,0,1,0
I1,2012,1,2,2.58,3.2,3.35,10,5,15,2,0,1,3,14,4,0,1,8,4,1,0,12,3,14,5,0,0,3,16,0,1,0,7,0,0,0
F1,2012,1,0,4.09,3.25,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,4,3,1.7,4.09,6,9,2,8,0,0,1,3,11,2,0,0,5,2,1,0,21,10,11,2,0,0,2,8,6,2,2,14,6,0,0
I1,2012,1,1,1.63,4,7.4,14,7,11,1,0,0,3,8,0,0,0,11,0,0,0,14,4,8,1,0,0,3,12,9,0,0,11,9,0,0
SP1,2012,1,0,2.46,3.35,3.37,16,10,21,5,0,0,3,16,1,3,0,11,1,0,0,9,0,15,1,0,0,3,22,5,0,0,7,5,0,0
D1,2012,1,2,1.56,5,6.23,17,3,19,1,0,0,3,13,1,0,0,8,1,0,0,16,7,14,1,0,0,3,20,4,2,0,10,4,0,0
F1,2012,1,1,1.88,3.4,5.5,22,7,19,1,0,0,3,16,2,0,0,17,2,0,0,9,2,16,1,0,0,3,19,1,0,0,5,1,0,0
I1,2012,1,0,1.37,5.3,12,10,10,16,3,0,0,3,13,8,0,0,8,8,0,0,7,3,13,1,0,0,3,16,1,1,0,5,1,0,0
E0,2012,3,0,1.4,5.4,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,3,1,2.04,3.4,4.59,13,2,17,2,0,0,3,15,2,0,0,8,2,0,0,12,6,15,2,0,0,3,17,2,2,1,9,2,0,0
E0,2012,0,0,2.2,3.42,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,1,2,4.2,3.82,1.99,9,3,12,1,0,0,3,8,8,0,0,6,8,0,0,21,9,8,0,0,0,3,12,1,1,0,17,1,0,0
F1,2012,2,4,2.25,3.35,3.9,14,4,11,5,0,0,3,13,0,2,0,8,0,1,0,9,2,13,3,0,0,3,12,1,0,0,6,1,1,0
F1,2012,1,0,1.75,3.55,6.8,12,5,14,1,0,0,3,18,2,1,0,9,2,0,0,6,2,18,3,0,0,3,14,1,1,0,5,1,0,0
E0,2012,1,1,6,3.9,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,0,0,1.96,3.4,5.09,8,7,6,2,0,0,3,14,1,0,0,5,1,0,0,13,6,14,3,0,0,3,6,1,0,0,10,1,0,0
E0,2012,3,1,1.96,3.55,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,1,1.7,3.75,6.8,10,5,7,2,0,0,3,14,5,0,0,7,5,0,0,7,3,14,1,0,0,3,8,2,3,0,5,2,0,0
D1,2012,0,0,2.9,3.62,2.7,14,2,17,1,0,0,3,17,4,1,0,10,4,0,0,11,2,16,2,0,0,3,19,1,0,0,8,1,0,0
SP1,2012,1,1,2.29,3.6,3.51,10,8,20,5,0,0,3,15,10,2,0,7,10,1,0,15,4,15,1,0,0,3,20,3,0,0,10,3,0,0
E0,2012,1,2,5.2,3.75,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,1,3.36,3.2,2.56,19,6,11,2,0,0,3,13,4,2,1,14,4,0,0,4,2,13,4,0,1,3,11,1,3,0,3,1,1,0
D1,2012,3,0,1.32,6,12,12,4,10,1,0,0,3,12,5,0,0,9,5,0,0,4,1,12,4,0,0,2,10,0,1,0,4,0,0,0
F1,2012,0,3,2.7,3.35,2.98,21,5,9,1,0,0,3,16,2,0,0,16,2,0,0,13,3,16,4,0,0,3,10,5,1,0,11,5,0,0
SP1,2012,6,2,1.14,10.19,26.84,18,7,5,2,0,0,3,15,4,1,2,13,4,1,0,16,5,15,4,0,0,3,6,4,0,0,11,4,0,0
E0,2012,2,0,1.51,4.8,8.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,2,1,1.39,5.09,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E0,2012,4,1,1.22,7.2,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,1,3,4.59,3.35,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,1,0,2.24,3.6,3.6,21,9,12,1,0,0,2,17,0,0,1,17,0,0,0,7,4,16,1,0,0,3,12,5,0,0,5,5,0,0
SP1,2012,5,0,1.23,8.22,14,19,8,16,1,0,0,3,17,2,0,0,13,2,0,1,6,1,17,1,0,0,3,17,0,0,0,3,0,0,0
D1,2012,1,0,1.88,3.95,4.73,6,4,11,1,0,1,3,19,3,0,0,4,3,1,0,11,5,18,2,0,0,3,12,5,0,0,6,5,0,0
D1,2012,4,2,1.49,5.09,7.5,16,7,18,1,0,0,3,16,1,1,0,11,1,0,0,14,1,14,1,0,0,2,17,5,1,0,12,5,0,0
SP1,2012,1,0,2.25,3.5,3.82,12,4,13,4,0,1,3,12,1,1,1,10,1,2,0,14,8,13,3,0,1,3,13,4,0,0,11,4,1,0
E0,2012,1,1,2.14,3.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,1,1,4.3,3.25,2.18,14,3,20,2,0,0,3,15,1,0,0,9,1,0,0,14,9,14,3,0,0,3,20,5,1,0,11,5,0,0
I1,2012,0,0,2.6,3.36,3.16,16,6,12,1,0,0,3,15,1,1,0,12,1,0,0,10,3,16,5,0,0,2,13,2,1,0,6,2,0,0
SP1,2012,0,0,2.14,3.4,4.12,16,3,14,2,0,0,3,15,3,0,0,13,3,0,0,8,5,15,4,0,0,3,13,2,1,0,3,2,0,0
SP1,2012,1,1,2.38,3.35,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,2,1,1.96,4,4.2,23,8,22,2,0,0,3,17,4,0,0,19,4,0,0,8,3,17,8,0,0,3,22,5,0,0,5,5,2,0
D1,2012,2,0,3.4,3.85,2.22,9,4,10,1,0,0,3,16,1,1,0,8,1,0,0,16,6,17,2,0,0,3,11,2,1,0,13,2,0,0
F1,2012,1,1,1.76,3.65,6,14,5,10,2,0,0,3,16,5,0,0,9,5,0,0,10,9,16,2,0,0,2,10,2,1,0,8,2,0,0
I1,2012,3,0,1.85,3.6,5.4,9,1,17,2,0,0,3,13,3,1,0,8,3,0,0,8,2,13,3,0,0,3,18,0,0,0,5,0,1,0
I1,2012,0,0,1.78,3.9,5.3,24,9,15,2,0,0,2,13,2,0,0,18,2,0,0,13,3,12,1,0,0,3,14,4,0,0,12,4,0,0
I1,2012,2,1,2,3.3,5.03,13,4,19,4,0,0,3,21,2,1,0,11,2,0,0,11,3,20,1,0,0,3,19,1,0,0,8,1,0,0
F1,2012,4,1,2.08,3.35,4.4,16,7,14,1,0,0,3,8,6,0,0,13,6,0,0,11,5,8,0,0,0,3,15,2,0,0,8,2,0,0
SP1,2012,0,0,3.55,3.6,2.25,8,3,18,1,0,0,3,9,6,1,0,8,6,0,0,9,7,10,1,0,0,3,17,0,0,0,6,0,0,0
I1,2012,2,1,2.7,3.24,3.1,21,9,12,0,0,0,3,14,2,0,1,16,2,0,0,8,4,12,2,0,1,3,12,1,0,0,8,1,1,0
SP1,2012,3,1,2.18,3.35,4,12,7,9,1,0,0,3,11,2,1,2,7,2,0,0,19,7,10,4,0,2,3,10,0,1,0,16,0,2,0
I1,2012,0,1,3.05,3.35,2.64,15,7,11,2,0,0,3,17,2,0,0,9,2,0,0,18,5,17,3,0,0,3,12,1,0,0,15,1,0,0
F1,2012,1,1,1.78,3.56,6,16,7,15,2,0,0,2,15,0,2,0,10,0,0,0,7,4,15,3,0,0,3,15,1,2,0,4,1,0,0
SP1,2012,2,1,2.24,3.46,3.7,16,6,10,2,0,0,3,7,4,2,0,13,4,0,0,15,1,7,0,0,0,3,11,5,1,0,8,5,0,0
E0,2012,2,1,2.5,3.4,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,1,0,2.4,3.53,3.3,12,2,11,5,0,0,3,19,4,0,0,8,4,0,0,9,4,18,3,0,0,3,12,2,3,0,8,2,0,0
D1,2012,0,2,3.1,3.5,2.5,22,9,13,2,0,0,2,16,3,1,0,13,3,0,0,11,4,15,1,0,0,3,15,3,0,0,7,3,0,0
E0,2012,2,0,1.18,9.19,20.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,4,0,1.28,6.49,14.62,19,3,10,2,0,0,3,14,1,0,1,15,1,0,0,8,3,13,2,0,0,3,11,2,0,0,5,2,0,0
SP1,2012,3,2,1.62,4.22,6.6,19,5,9,2,0,0,3,20,2,1,0,10,2,0,0,6,1,20,8,0,0,3,9,3,2,0,4,3,1,0
D1,2012,3,0,1.88,4.11,4.47,10,3,14,2,0,0,3,17,7,1,0,8,7,0,0,4,5,15,2,0,0,3,14,2,2,0,3,2,0,0
D1,2012,3,3,1.96,3.7,4.4,9,2,11,2,0,0,3,19,1,1,0,7,1,0,0,17,4,18,0,0,0,2,13,5,0,0,14,5,0,0
E0,2012,0,4,8.6,5,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1,2012,1,0,2.94,3.7,2.54,8,5,22,2,0,0,3,17,8,1,0,6,8,0,0,19,7,17,2,0,0,3,22,1,0,0,16,1,0,0
SP1,2012,1,1,2.72,3.25,3.05,7,3,11,1,0,0,3,14,5,0,0,5,5,0,0,8,4,13,4,0,0,3,11,1,3,0,8,1,0,0
F1,2012,1,1,2.29,3.28,3.8,8,4,11,2,0,0,3,14,1,1,0,6,1,0,0,16,4,14,3,0,0,3,11,3,1,0,13,3,0,0
E0,2012,0,2,3.15,3.15,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,1,1,2.44,3.25,3.46,19,15,9,0,0,0,2,14,1,1,0,13,1,0,0,9,3,14,0,0,0,3,9,5,2,0,9,5,0,0
SP1,2012,2,2,1.98,3.65,4.55,10,7,8,2,0,0,3,16,5,1,1,8,5,0,0,14,1,14,4,0,1,3,8,2,0,1,7,2,1,0
F1,2012,1,1,2.02,3.38,4.8,20,15,17,1,0,0,1,15,2,1,0,13,2,0,0,5,3,15,2,0,1,2,17,2,0,0,4,2,1,0
D1,2012,3,1,1.82,3.95,4.9,20,6,16,1,0,0,3,20,3,0,0,16,3,0,0,7,4,19,2,0,0,3,17,4,0,0,7,4,0,0
E0,2012,1,2,2.58,3.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,3,1,1.71,3.9,6.25,24,6,7,1,0,0,3,12,1,1,0,17,1,0,0,10,9,12,3,0,0,3,7,1,0,0,10,1,0,0
SP1,2012,1,0,1.32,6,12.88,23,10,14,2,0,0,3,1,1,0,0,18,1,0,0,13,4,1,0,0,0,3,14,2,0,0,11,2,0,0
F1,2012,2,0,2.18,3.2,4.4,18,8,8,3,0,0,3,16,2,2,0,11,2,0,0,16,4,16,4,0,0,3,11,2,1,0,11,2,0,0
SP1,2012,2,2,1.71,4.09,5.77,25,13,2,1,0,0,3,20,3,1,0,19,3,0,0,16,4,19,5,0,0,3,2,0,1,1,13,0,1,0
D1,2012,0,0,7.4,4.9,1.5,17,5,16,1,0,0,3,25,1,0,0,12,1,0,0,5,2,24,4,0,0,3,19,1,1,0,4,1,0,0
F1,2012,3,0,2.78,3.2,3,6,4,8,0,0,0,3,17,3,1,0,5,3,0,0,10,5,17,2,0,0,3,10,4,1,0,6,4,0,0
F1,2012,1,1,2.52,3.15,3.5,14,7,16,1,0,0,3,15,2,0,0,11,2,0,0,8,2,15,2,0,0,3,16,2,1,1,5,2,0,0
E0,2012,2,2,2.25,3.45,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1,2012,2,2,2.2,3.2,4.09,7,4,12,2,0,1,2,16,1,2,1,5,1,1,0,16,6,16,5,0,0,3,13,1,0,0,13,1,1,0
E0,2012,2,0,1.72,3.78,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I1,2012,0,3,2.16,3.36,4.2,10,2,14,5,0,0,3,9,4,1,1,10,4,1,0,14,6,9,2,0,0,3,14,1,0,0,10,1,0,0
SP1,2012,0,1,21.08,8.4,1.19,4,4,16,2,0,0,2,6,1,1,0,2,1,0,0,14,5,6,2,0,0,3,16,7,1,0,11,7,0,0
E0,2012,2,0,2.62,3.27,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP1,2012,0,4,9.6,5.5,1.42,15,9,22,4,0,0,3,6,2,0,0,11,2,0,0,16,5,5,1,0,0,3,25,5,0,0,14,5,0,0
E0,2012,1,5,10,4.82,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
